연월,축,항목,시도,값
2025-09,임금대,250만원 이상,세종시,282
2025-09,임금대,250만원 이상,경기도,14611
2025-09,임금대,250만원 이상,강원도,1355
2025-09,임금대,250만원 이상,충청북도,3393
2025-09,임금대,250만원 이상,충청남도,2684
2025-09,임금대,250만원 이상,전라북도,2064
2025-09,임금대,250만원 이상,전라남도,2295
2025-09,임금대,250만원 이상,경상북도,3105
2025-09,임금대,250만원 이상,경상남도,4685
2025-09,임금대,250만원 이상,제주도,503
2025-10,형태,기간의 정함이 없는 근로계약(시간제),전 체,19214
2025-10,형태,기간의 정함이 없는 근로계약(시간제),서울,3410
2025-10,형태,기간의 정함이 없는 근로계약(시간제),부산,2740
2025-10,형태,기간의 정함이 없는 근로계약(시간제),대구,1522
2025-10,형태,기간의 정함이 없는 근로계약(시간제),인천,1958
2025-10,형태,기간의 정함이 없는 근로계약(시간제),광주,122
2025-10,형태,기간의 정함이 없는 근로계약(시간제),대전,81
2025-10,형태,기간의 정함이 없는 근로계약(시간제),울산,391
2025-10,형태,기간의 정함이 없는 근로계약(시간제),세종시,24
2025-10,형태,기간의 정함이 없는 근로계약(시간제),경기도,5716
2025-10,형태,기간의 정함이 없는 근로계약(시간제),강원도,192
2025-10,형태,기간의 정함이 없는 근로계약(시간제),충청북도,134
2025-10,형태,기간의 정함이 없는 근로계약(시간제),충청남도,258
2025-10,형태,기간의 정함이 없는 근로계약(시간제),전라북도,652
2025-10,형태,기간의 정함이 없는 근로계약(시간제),전라남도,286
2025-10,형태,기간의 정함이 없는 근로계약(시간제),경상북도,600
2025-10,형태,기간의 정함이 없는 근로계약(시간제),경상남도,1106
2025-10,형태,기간의 정함이 없는 근로계약(시간제),제주도,22
2025-10,형태,기간의 정함이 있는 근로계약,전 체,39448
2025-10,형태,기간의 정함이 있는 근로계약,서울,11582
2025-10,형태,기간의 정함이 있는 근로계약,부산,2500
2025-10,형태,기간의 정함이 있는 근로계약,대구,1510
2025-10,형태,기간의 정함이 있는 근로계약,인천,1669
2025-10,형태,기간의 정함이 있는 근로계약,광주,560
2025-10,형태,기간의 정함이 있는 근로계약,대전,1217
2025-10,형태,기간의 정함이 있는 근로계약,울산,629
2025-10,형태,기간의 정함이 있는 근로계약,세종시,121
2025-10,형태,기간의 정함이 있는 근로계약,경기도,8091
2025-10,형태,기간의 정함이 있는 근로계약,강원도,1816
2025-10,형태,기간의 정함이 있는 근로계약,충청북도,1467
2025-10,형태,기간의 정함이 있는 근로계약,충청남도,1438
2025-10,형태,기간의 정함이 있는 근로계약,전라북도,1422
2025-10,형태,기간의 정함이 있는 근로계약,전라남도,1170
2025-10,형태,기간의 정함이 있는 근로계약,경상북도,2088
2025-10,형태,기간의 정함이 있는 근로계약,경상남도,1926
2025-10,형태,기간의 정함이 있는 근로계약,제주도,242
2025-10,형태,기간의 정함이 있는 근로계약(시간제),전 체,3518
2025-10,형태,기간의 정함이 있는 근로계약(시간제),서울,1072
2025-10,형태,기간의 정함이 있는 근로계약(시간제),부산,292
2025-10,형태,기간의 정함이 있는 근로계약(시간제),대구,167
2025-10,형태,기간의 정함이 있는 근로계약(시간제),인천,259
2025-10,형태,기간의 정함이 있는 근로계약(시간제),광주,39
2025-10,형태,기간의 정함이 있는 근로계약(시간제),대전,49
2025-10,형태,기간의 정함이 있는 근로계약(시간제),울산,43
2025-10,형태,기간의 정함이 있는 근로계약(시간제),세종시,20
2025-10,형태,기간의 정함이 있는 근로계약(시간제),경기도,967
2025-10,형태,기간의 정함이 있는 근로계약(시간제),강원도,62
2025-10,형태,기간의 정함이 있는 근로계약(시간제),충청북도,58
2025-10,형태,기간의 정함이 있는 근로계약(시간제),충청남도,46
2025-10,형태,기간의 정함이 있는 근로계약(시간제),전라북도,89
2025-10,형태,기간의 정함이 있는 근로계약(시간제),전라남도,64
2025-10,형태,기간의 정함이 있는 근로계약(시간제),경상북도,135
2025-10,형태,기간의 정함이 있는 근로계약(시간제),경상남도,153
2025-10,형태,기간의 정함이 있는 근로계약(시간제),제주도,3
2025-10,형태,일용직,전 체,507
2025-10,형태,일용직,서울,151
2025-10,형태,일용직,부산,1
2025-10,형태,일용직,대구,1
2025-10,형태,일용직,인천,0
2025-10,형태,일용직,광주,0
2025-10,형태,일용직,대전,27
2025-10,형태,일용직,울산,0
2025-10,형태,일용직,세종시,0
2025-10,형태,일용직,경기도,150
2025-10,형태,일용직,강원도,6
2025-10,형태,일용직,충청북도,0
2025-10,형태,일용직,충청남도,21
2025-10,형태,일용직,전라북도,111
2025-10,형태,일용직,전라남도,10
2025-10,형태,일용직,경상북도,29
2025-10,형태,일용직,경상남도,0
2025-10,형태,일용직,제주도,0
2025-10,학력,초졸 이하,전 체,105
2025-10,학력,초졸 이하,서울,6
2025-10,학력,초졸 이하,부산,17
2025-10,학력,초졸 이하,대구,7
2025-10,학력,초졸 이하,인천,28
2025-10,학력,초졸 이하,광주,0
2025-10,학력,초졸 이하,대전,4
2025-10,학력,초졸 이하,울산,0
2025-10,학력,초졸 이하,세종시,0
2025-10,학력,초졸 이하,경기도,26
2025-10,학력,초졸 이하,강원도,0
2025-10,학력,초졸 이하,충청북도,1
2025-10,학력,초졸 이하,충청남도,3
2025-10,학력,초졸 이하,전라북도,2
2025-10,학력,초졸 이하,전라남도,5
2025-10,학력,초졸 이하,경상북도,1
2025-10,학력,초졸 이하,경상남도,5
2025-10,학력,초졸 이하,제주도,0
2025-10,학력,중졸,전 체,324
2025-10,학력,중졸,서울,55
2025-10,학력,중졸,부산,13
2025-10,학력,중졸,대구,40
2025-10,학력,중졸,인천,15
2025-10,학력,중졸,광주,6
2025-10,학력,중졸,대전,1
2025-10,학력,중졸,울산,4
2025-10,학력,중졸,세종시,5
2025-10,학력,중졸,경기도,95
2025-10,학력,중졸,강원도,4
2025-10,학력,중졸,충청북도,11
2025-10,학력,중졸,충청남도,16
2025-10,학력,중졸,전라북도,3
2025-10,학력,중졸,전라남도,11
2025-10,학력,중졸,경상북도,18
2025-10,학력,중졸,경상남도,27
2025-10,학력,중졸,제주도,0
2025-10,학력,고졸,전 체,6062
2025-10,학력,고졸,서울,930
2025-10,학력,고졸,부산,307
2025-10,학력,고졸,대구,204
2025-10,학력,고졸,인천,250
2025-10,학력,고졸,광주,90
2025-10,학력,고졸,대전,214
2025-10,학력,고졸,울산,75
2025-10,학력,고졸,세종시,27
2025-10,학력,고졸,경기도,1573
2025-10,학력,고졸,강원도,86
2025-10,학력,고졸,충청북도,574
2025-10,학력,고졸,충청남도,527
2025-10,학력,고졸,전라북도,231
2025-10,학력,고졸,전라남도,161
2025-10,학력,고졸,경상북도,393
2025-10,학력,고졸,경상남도,392
2025-10,학력,고졸,제주도,28
2025-10,학력,전문대졸,전 체,3435
2025-10,학력,전문대졸,서울,407
2025-10,학력,전문대졸,부산,256
2025-10,학력,전문대졸,대구,185
2025-10,학력,전문대졸,인천,89
2025-10,학력,전문대졸,광주,83
2025-10,학력,전문대졸,대전,50
2025-10,학력,전문대졸,울산,76
2025-10,학력,전문대졸,세종시,9
2025-10,학력,전문대졸,경기도,652
2025-10,학력,전문대졸,강원도,87
2025-10,학력,전문대졸,충청북도,250
2025-10,학력,전문대졸,충청남도,205
2025-10,학력,전문대졸,전라북도,191
2025-10,학력,전문대졸,전라남도,199
2025-10,학력,전문대졸,경상북도,322
2025-10,학력,전문대졸,경상남도,343
2025-10,학력,전문대졸,제주도,31
2025-10,학력,대졸,전 체,1180
2025-10,학력,대졸,서울,202
2025-10,학력,대졸,부산,113
2025-10,학력,대졸,대구,67
2025-10,학력,대졸,인천,16
2025-10,학력,대졸,광주,48
2025-10,학력,대졸,대전,39
2025-10,학력,대졸,울산,6
2025-10,학력,대졸,세종시,3
2025-10,학력,대졸,경기도,176
2025-10,학력,대졸,강원도,57
2025-10,학력,대졸,충청북도,57
2025-10,학력,대졸,충청남도,105
2025-10,학력,대졸,전라북도,37
2025-10,학력,대졸,전라남도,30
2025-10,학력,대졸,경상북도,150
2025-10,학력,대졸,경상남도,70
2025-10,학력,대졸,제주도,4
2025-10,학력,대학원졸 이상,전 체,63
2025-10,학력,대학원졸 이상,서울,18
2025-10,학력,대학원졸 이상,부산,6
2025-10,학력,대학원졸 이상,대구,0
2025-10,학력,대학원졸 이상,인천,1
2025-10,학력,대학원졸 이상,광주,0
2025-10,학력,대학원졸 이상,대전,6
2025-10,학력,대학원졸 이상,울산,1
2025-10,학력,대학원졸 이상,세종시,1
2025-10,학력,대학원졸 이상,경기도,5
2025-10,학력,대학원졸 이상,강원도,4
2025-10,학력,대학원졸 이상,충청북도,1
2025-10,학력,대학원졸 이상,충청남도,2
2025-10,학력,대학원졸 이상,전라북도,5
2025-10,학력,대학원졸 이상,전라남도,4
2025-10,학력,대학원졸 이상,경상북도,7
2025-10,학력,대학원졸 이상,경상남도,2
2025-10,학력,대학원졸 이상,제주도,0
2025-10,학력,무관,전 체,130879
2025-10,학력,무관,서울,22156
2025-10,학력,무관,부산,9660
2025-10,학력,무관,대구,5484
2025-10,학력,무관,인천,8499
2025-10,학력,무관,광주,2143
2025-10,학력,무관,대전,1981
2025-10,학력,무관,울산,3097
2025-10,학력,무관,세종시,644
2025-10,학력,무관,경기도,34545
2025-10,학력,무관,강원도,3626
2025-10,학력,무관,충청북도,4520
2025-10,학력,무관,충청남도,5768
2025-10,학력,무관,전라북도,5467
2025-10,학력,무관,전라남도,4734
2025-10,학력,무관,경상북도,7367
2025-10,학력,무관,경상남도,10351
2025-10,학력,무관,제주도,837
2025-10,임금대,50만원 미만,전 체,2402
2025-10,임금대,50만원 미만,서울,296
2025-10,임금대,50만원 미만,부산,413
2025-10,임금대,50만원 미만,대구,257
2025-10,임금대,50만원 미만,인천,299
2025-10,임금대,50만원 미만,광주,17
2025-10,임금대,50만원 미만,대전,9
2025-10,임금대,50만원 미만,울산,64
2025-10,임금대,50만원 미만,세종시,1
2025-10,임금대,50만원 미만,경기도,719
2025-10,임금대,50만원 미만,강원도,13
2025-10,임금대,50만원 미만,충청북도,5
2025-10,임금대,50만원 미만,충청남도,12
2025-10,임금대,50만원 미만,전라북도,71
2025-10,임금대,50만원 미만,전라남도,37
2025-10,임금대,50만원 미만,경상북도,60
2025-10,임금대,50만원 미만,경상남도,129
2025-10,임금대,50만원 미만,제주도,0
2025-10,임금대,50~100만원 미만,전 체,13829
2025-10,임금대,50~100만원 미만,서울,2964
2025-10,임금대,50~100만원 미만,부산,1935
2025-10,임금대,50~100만원 미만,대구,1099
2025-10,임금대,50~100만원 미만,인천,1400
2025-10,임금대,50~100만원 미만,광주,47
2025-10,임금대,50~100만원 미만,대전,36
2025-10,임금대,50~100만원 미만,울산,261
2025-10,임금대,50~100만원 미만,세종시,20
2025-10,임금대,50~100만원 미만,경기도,4089
2025-10,임금대,50~100만원 미만,강원도,111
2025-10,임금대,50~100만원 미만,충청북도,66
2025-10,임금대,50~100만원 미만,충청남도,138
2025-10,임금대,50~100만원 미만,전라북도,358
2025-10,임금대,50~100만원 미만,전라남도,167
2025-10,임금대,50~100만원 미만,경상북도,403
2025-10,임금대,50~100만원 미만,경상남도,731
2025-10,임금대,50~100만원 미만,제주도,4
2025-10,임금대,100~150만원 미만,전 체,5008
2025-10,임금대,100~150만원 미만,서울,1224
2025-10,임금대,100~150만원 미만,부산,501
2025-10,임금대,100~150만원 미만,대구,231
2025-10,임금대,100~150만원 미만,인천,318
2025-10,임금대,100~150만원 미만,광주,66
2025-10,임금대,100~150만원 미만,대전,296
2025-10,임금대,100~150만원 미만,울산,78
2025-10,임금대,100~150만원 미만,세종시,27
2025-10,임금대,100~150만원 미만,경기도,1247
2025-10,임금대,100~150만원 미만,강원도,90
2025-10,임금대,100~150만원 미만,충청북도,73
2025-10,임금대,100~150만원 미만,충청남도,88
2025-10,임금대,100~150만원 미만,전라북도,212
2025-10,임금대,100~150만원 미만,전라남도,90
2025-10,임금대,100~150만원 미만,경상북도,215
2025-10,임금대,100~150만원 미만,경상남도,234
2025-10,임금대,100~150만원 미만,제주도,18
2025-10,임금대,150~200만원 미만,전 체,4500
2025-10,임금대,150~200만원 미만,서울,1392
2025-10,임금대,150~200만원 미만,부산,425
2025-10,임금대,150~200만원 미만,대구,185
2025-10,임금대,150~200만원 미만,인천,374
2025-10,임금대,150~200만원 미만,광주,58
2025-10,임금대,150~200만원 미만,대전,64
2025-10,임금대,150~200만원 미만,울산,63
2025-10,임금대,150~200만원 미만,세종시,9
2025-10,임금대,150~200만원 미만,경기도,1185
2025-10,임금대,150~200만원 미만,강원도,61
2025-10,임금대,150~200만원 미만,충청북도,71
2025-10,임금대,150~200만원 미만,충청남도,113
2025-10,임금대,150~200만원 미만,전라북도,104
2025-10,임금대,150~200만원 미만,전라남도,72
2025-10,임금대,150~200만원 미만,경상북도,98
2025-10,임금대,150~200만원 미만,경상남도,181
2025-10,임금대,150~200만원 미만,제주도,45
2025-10,임금대,200~250만원 미만,전 체,70025
2025-10,임금대,200~250만원 미만,서울,10631
2025-10,임금대,200~250만원 미만,부산,4287
2025-10,임금대,200~250만원 미만,대구,2689
2025-10,임금대,200~250만원 미만,인천,4077
2025-10,임금대,200~250만원 미만,광주,1286
2025-10,임금대,200~250만원 미만,대전,1295
2025-10,임금대,200~250만원 미만,울산,1757
2025-10,임금대,200~250만원 미만,세종시,387
2025-10,임금대,200~250만원 미만,경기도,17096
2025-10,임금대,200~250만원 미만,강원도,2511
2025-10,임금대,200~250만원 미만,충청북도,3108
2025-10,임금대,200~250만원 미만,충청남도,3857
2025-10,임금대,200~250만원 미만,전라북도,3617
2025-10,임금대,200~250만원 미만,전라남도,2828
2025-10,임금대,200~250만원 미만,경상북도,4450
2025-10,임금대,200~250만원 미만,경상남도,5671
2025-10,임금대,200~250만원 미만,제주도,478
2025-10,임금대,250만원 이상,전 체,46284
2025-10,임금대,250만원 이상,서울,7267
2025-10,임금대,250만원 이상,부산,2811
2025-10,임금대,250만원 이상,대구,1526
2025-10,임금대,250만원 이상,인천,2430
2025-10,임금대,250만원 이상,광주,896
