연월,산업,시도,값
2026-04,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,충청북도,1
2026-04,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,충청남도,0
2026-04,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,전라북도,0
2026-04,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,전라남도,0
2026-04,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,경상북도,2
2026-04,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,경상남도,0
2026-04,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,제주도,0
2026-04,국제 및 외국기관,전 체,53
2026-04,국제 및 외국기관,서울,1
2026-04,국제 및 외국기관,부산,0
2026-04,국제 및 외국기관,대구,0
2026-04,국제 및 외국기관,인천,0
2026-04,국제 및 외국기관,광주,0
2026-04,국제 및 외국기관,대전,0
2026-04,국제 및 외국기관,울산,0
2026-04,국제 및 외국기관,세종시,0
2026-04,국제 및 외국기관,경기도,52
2026-04,국제 및 외국기관,강원도,0
2026-04,국제 및 외국기관,충청북도,0
2026-04,국제 및 외국기관,충청남도,0
2026-04,국제 및 외국기관,전라북도,0
2026-04,국제 및 외국기관,전라남도,0
2026-04,국제 및 외국기관,경상북도,0
2026-04,국제 및 외국기관,경상남도,0
2026-04,국제 및 외국기관,제주도,0
2026-05,"농업, 임업 및 어업",전 체,3264
2026-05,"농업, 임업 및 어업",서울,13
2026-05,"농업, 임업 및 어업",부산,30
2026-05,"농업, 임업 및 어업",대구,23
2026-05,"농업, 임업 및 어업",인천,155
2026-05,"농업, 임업 및 어업",광주,3
2026-05,"농업, 임업 및 어업",대전,8
2026-05,"농업, 임업 및 어업",울산,17
2026-05,"농업, 임업 및 어업",세종시,9
2026-05,"농업, 임업 및 어업",경기도,587
2026-05,"농업, 임업 및 어업",강원도,187
2026-05,"농업, 임업 및 어업",충청북도,132
2026-05,"농업, 임업 및 어업",충청남도,513
2026-05,"농업, 임업 및 어업",전라북도,325
2026-05,"농업, 임업 및 어업",전라남도,672
2026-05,"농업, 임업 및 어업",경상북도,206
2026-05,"농업, 임업 및 어업",경상남도,311
2026-05,"농업, 임업 및 어업",제주도,73
2026-05,광업,전 체,83
2026-05,광업,서울,10
2026-05,광업,부산,5
2026-05,광업,대구,0
2026-05,광업,인천,1
2026-05,광업,광주,0
2026-05,광업,대전,0
2026-05,광업,울산,0
2026-05,광업,세종시,0
2026-05,광업,경기도,4
2026-05,광업,강원도,43
2026-05,광업,충청북도,6
2026-05,광업,충청남도,2
2026-05,광업,전라북도,5
2026-05,광업,전라남도,1
2026-05,광업,경상북도,3
2026-05,광업,경상남도,3
2026-05,광업,제주도,0
2026-05,제조업,전 체,46415
2026-05,제조업,서울,1241
2026-05,제조업,부산,2341
2026-05,제조업,대구,1467
2026-05,제조업,인천,2374
2026-05,제조업,광주,668
2026-05,제조업,대전,340
2026-05,제조업,울산,1567
2026-05,제조업,세종시,413
2026-05,제조업,경기도,15102
2026-05,제조업,강원도,701
2026-05,제조업,충청북도,3019
2026-05,제조업,충청남도,3685
2026-05,제조업,전라북도,1944
2026-05,제조업,전라남도,1454
2026-05,제조업,경상북도,4008
2026-05,제조업,경상남도,5999
2026-05,제조업,제주도,92
2026-05,"전기, 가스, 증기 및 공기조절 공급업",전 체,121
2026-05,"전기, 가스, 증기 및 공기조절 공급업",서울,3
2026-05,"전기, 가스, 증기 및 공기조절 공급업",부산,2
2026-05,"전기, 가스, 증기 및 공기조절 공급업",대구,1
2026-05,"전기, 가스, 증기 및 공기조절 공급업",인천,7
2026-05,"전기, 가스, 증기 및 공기조절 공급업",광주,0
2026-05,"전기, 가스, 증기 및 공기조절 공급업",대전,0
2026-05,"전기, 가스, 증기 및 공기조절 공급업",울산,24
2026-05,"전기, 가스, 증기 및 공기조절 공급업",세종시,0
2026-05,"전기, 가스, 증기 및 공기조절 공급업",경기도,19
2026-05,"전기, 가스, 증기 및 공기조절 공급업",강원도,4
2026-05,"전기, 가스, 증기 및 공기조절 공급업",충청북도,5
2026-05,"전기, 가스, 증기 및 공기조절 공급업",충청남도,17
2026-05,"전기, 가스, 증기 및 공기조절 공급업",전라북도,16
2026-05,"전기, 가스, 증기 및 공기조절 공급업",전라남도,12
2026-05,"전기, 가스, 증기 및 공기조절 공급업",경상북도,3
2026-05,"전기, 가스, 증기 및 공기조절 공급업",경상남도,8
2026-05,"전기, 가스, 증기 및 공기조절 공급업",제주도,0
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",전 체,960
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",서울,33
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",부산,66
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",대구,14
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",인천,63
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",광주,23
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",대전,4
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",울산,27
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",세종시,2
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",경기도,323
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",강원도,31
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",충청북도,69
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",충청남도,62
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",전라북도,42
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",전라남도,41
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",경상북도,68
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",경상남도,84
2026-05,"수도, 하수 및 폐기물 처리, 원료 재생업",제주도,8
2026-05,건설업,전 체,6623
2026-05,건설업,서울,1256
2026-05,건설업,부산,638
2026-05,건설업,대구,345
2026-05,건설업,인천,230
2026-05,건설업,광주,156
2026-05,건설업,대전,134
2026-05,건설업,울산,180
2026-05,건설업,세종시,28
2026-05,건설업,경기도,1316
2026-05,건설업,강원도,229
2026-05,건설업,충청북도,266
2026-05,건설업,충청남도,324
2026-05,건설업,전라북도,240
2026-05,건설업,전라남도,461
2026-05,건설업,경상북도,384
2026-05,건설업,경상남도,342
2026-05,건설업,제주도,94
2026-05,도매 및 소매업,전 체,6953
2026-05,도매 및 소매업,서울,1046
2026-05,도매 및 소매업,부산,461
2026-05,도매 및 소매업,대구,296
2026-05,도매 및 소매업,인천,328
2026-05,도매 및 소매업,광주,142
2026-05,도매 및 소매업,대전,100
2026-05,도매 및 소매업,울산,121
2026-05,도매 및 소매업,세종시,12
2026-05,도매 및 소매업,경기도,2144
2026-05,도매 및 소매업,강원도,263
2026-05,도매 및 소매업,충청북도,259
2026-05,도매 및 소매업,충청남도,275
2026-05,도매 및 소매업,전라북도,271
2026-05,도매 및 소매업,전라남도,262
2026-05,도매 및 소매업,경상북도,371
2026-05,도매 및 소매업,경상남도,505
2026-05,도매 및 소매업,제주도,97
2026-05,운수 및 창고업,전 체,5129
2026-05,운수 및 창고업,서울,2696
2026-05,운수 및 창고업,부산,224
2026-05,운수 및 창고업,대구,71
2026-05,운수 및 창고업,인천,237
2026-05,운수 및 창고업,광주,53
2026-05,운수 및 창고업,대전,237
2026-05,운수 및 창고업,울산,75
2026-05,운수 및 창고업,세종시,7
2026-05,운수 및 창고업,경기도,839
2026-05,운수 및 창고업,강원도,54
2026-05,운수 및 창고업,충청북도,63
2026-05,운수 및 창고업,충청남도,76
2026-05,운수 및 창고업,전라북도,66
2026-05,운수 및 창고업,전라남도,79
2026-05,운수 및 창고업,경상북도,116
2026-05,운수 및 창고업,경상남도,204
2026-05,운수 및 창고업,제주도,32
2026-05,숙박 및 음식점업,전 체,2804
2026-05,숙박 및 음식점업,서울,679
2026-05,숙박 및 음식점업,부산,285
2026-05,숙박 및 음식점업,대구,34
2026-05,숙박 및 음식점업,인천,102
2026-05,숙박 및 음식점업,광주,26
2026-05,숙박 및 음식점업,대전,22
2026-05,숙박 및 음식점업,울산,69
2026-05,숙박 및 음식점업,세종시,7
2026-05,숙박 및 음식점업,경기도,656
2026-05,숙박 및 음식점업,강원도,170
2026-05,숙박 및 음식점업,충청북도,119
2026-05,숙박 및 음식점업,충청남도,75
2026-05,숙박 및 음식점업,전라북도,153
2026-05,숙박 및 음식점업,전라남도,125
2026-05,숙박 및 음식점업,경상북도,108
2026-05,숙박 및 음식점업,경상남도,139
2026-05,숙박 및 음식점업,제주도,35
2026-05,정보통신업,전 체,1083
2026-05,정보통신업,서울,367
2026-05,정보통신업,부산,43
2026-05,정보통신업,대구,33
2026-05,정보통신업,인천,19
2026-05,정보통신업,광주,20
2026-05,정보통신업,대전,56
2026-05,정보통신업,울산,19
2026-05,정보통신업,세종시,1
2026-05,정보통신업,경기도,206
2026-05,정보통신업,강원도,16
2026-05,정보통신업,충청북도,20
2026-05,정보통신업,충청남도,26
2026-05,정보통신업,전라북도,21
2026-05,정보통신업,전라남도,96
2026-05,정보통신업,경상북도,53
2026-05,정보통신업,경상남도,67
2026-05,정보통신업,제주도,20
2026-05,금융 및 보험업,전 체,804
2026-05,금융 및 보험업,서울,231
2026-05,금융 및 보험업,부산,136
2026-05,금융 및 보험업,대구,77
2026-05,금융 및 보험업,인천,4
2026-05,금융 및 보험업,광주,10
2026-05,금융 및 보험업,대전,32
2026-05,금융 및 보험업,울산,13
2026-05,금융 및 보험업,세종시,1
2026-05,금융 및 보험업,경기도,42
2026-05,금융 및 보험업,강원도,21
2026-05,금융 및 보험업,충청북도,16
2026-05,금융 및 보험업,충청남도,33
2026-05,금융 및 보험업,전라북도,27
2026-05,금융 및 보험업,전라남도,39
2026-05,금융 및 보험업,경상북도,53
2026-05,금융 및 보험업,경상남도,56
2026-05,금융 및 보험업,제주도,13
2026-05,부동산업,전 체,2113
2026-05,부동산업,서울,492
2026-05,부동산업,부산,277
2026-05,부동산업,대구,25
2026-05,부동산업,인천,234
2026-05,부동산업,광주,41
2026-05,부동산업,대전,8
2026-05,부동산업,울산,20
2026-05,부동산업,세종시,6
2026-05,부동산업,경기도,510
2026-05,부동산업,강원도,74
2026-05,부동산업,충청북도,33
2026-05,부동산업,충청남도,54
2026-05,부동산업,전라북도,145
2026-05,부동산업,전라남도,52
2026-05,부동산업,경상북도,48
2026-05,부동산업,경상남도,77
2026-05,부동산업,제주도,17
2026-05,"전문, 과학 및 기술 서비스업",전 체,4706
2026-05,"전문, 과학 및 기술 서비스업",서울,675
2026-05,"전문, 과학 및 기술 서비스업",부산,621
2026-05,"전문, 과학 및 기술 서비스업",대구,296
2026-05,"전문, 과학 및 기술 서비스업",인천,208
2026-05,"전문, 과학 및 기술 서비스업",광주,102
2026-05,"전문, 과학 및 기술 서비스업",대전,231
2026-05,"전문, 과학 및 기술 서비스업",울산,140
2026-05,"전문, 과학 및 기술 서비스업",세종시,88
2026-05,"전문, 과학 및 기술 서비스업",경기도,947
2026-05,"전문, 과학 및 기술 서비스업",강원도,127
2026-05,"전문, 과학 및 기술 서비스업",충청북도,111
2026-05,"전문, 과학 및 기술 서비스업",충청남도,264
2026-05,"전문, 과학 및 기술 서비스업",전라북도,167
2026-05,"전문, 과학 및 기술 서비스업",전라남도,152
2026-05,"전문, 과학 및 기술 서비스업",경상북도,181
2026-05,"전문, 과학 및 기술 서비스업",경상남도,349
2026-05,"전문, 과학 및 기술 서비스업",제주도,47
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",전 체,17193
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",서울,7332
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",부산,853
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",대구,599
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",인천,661
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",광주,155
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",대전,576
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",울산,168
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",세종시,30
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",경기도,4208
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",강원도,208
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",충청북도,378
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",충청남도,223
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",전라북도,492
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",전라남도,170
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",경상북도,472
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",경상남도,528
2026-05,"사업시설 관리, 사업 지원 및 임대 서비스업",제주도,140
2026-05,"공공행정, 국방 및 사회보장 행정",전 체,9917
2026-05,"공공행정, 국방 및 사회보장 행정",서울,951
2026-05,"공공행정, 국방 및 사회보장 행정",부산,390
2026-05,"공공행정, 국방 및 사회보장 행정",대구,631
2026-05,"공공행정, 국방 및 사회보장 행정",인천,88
2026-05,"공공행정, 국방 및 사회보장 행정",광주,20
2026-05,"공공행정, 국방 및 사회보장 행정",대전,24
2026-05,"공공행정, 국방 및 사회보장 행정",울산,49
2026-05,"공공행정, 국방 및 사회보장 행정",세종시,5773
2026-05,"공공행정, 국방 및 사회보장 행정",경기도,703
2026-05,"공공행정, 국방 및 사회보장 행정",강원도,89
2026-05,"공공행정, 국방 및 사회보장 행정",충청북도,87
2026-05,"공공행정, 국방 및 사회보장 행정",충청남도,141
2026-05,"공공행정, 국방 및 사회보장 행정",전라북도,349
2026-05,"공공행정, 국방 및 사회보장 행정",전라남도,151
2026-05,"공공행정, 국방 및 사회보장 행정",경상북도,307
2026-05,"공공행정, 국방 및 사회보장 행정",경상남도,111
2026-05,"공공행정, 국방 및 사회보장 행정",제주도,53
2026-05,교육 서비스업,전 체,2780
2026-05,교육 서비스업,서울,516
2026-05,교육 서비스업,부산,208
2026-05,교육 서비스업,대구,108
2026-05,교육 서비스업,인천,87
2026-05,교육 서비스업,광주,119
2026-05,교육 서비스업,대전,169
2026-05,교육 서비스업,울산,64
2026-05,교육 서비스업,세종시,13
2026-05,교육 서비스업,경기도,445
2026-05,교육 서비스업,강원도,121
2026-05,교육 서비스업,충청북도,101
2026-05,교육 서비스업,충청남도,67
2026-05,교육 서비스업,전라북도,156
2026-05,교육 서비스업,전라남도,161
2026-05,교육 서비스업,경상북도,197
2026-05,교육 서비스업,경상남도,218
2026-05,교육 서비스업,제주도,30
2026-05,보건업 및 사회복지 서비스업,전 체,37827
2026-05,보건업 및 사회복지 서비스업,서울,5608
2026-05,보건업 및 사회복지 서비스업,부산,3763
2026-05,보건업 및 사회복지 서비스업,대구,2533
2026-05,보건업 및 사회복지 서비스업,인천,2966
2026-05,보건업 및 사회복지 서비스업,광주,545
2026-05,보건업 및 사회복지 서비스업,대전,460
2026-05,보건업 및 사회복지 서비스업,울산,752
2026-05,보건업 및 사회복지 서비스업,세종시,135
2026-05,보건업 및 사회복지 서비스업,경기도,10793
2026-05,보건업 및 사회복지 서비스업,강원도,947
2026-05,보건업 및 사회복지 서비스업,충청북도,812
2026-05,보건업 및 사회복지 서비스업,충청남도,848
2026-05,보건업 및 사회복지 서비스업,전라북도,1831
2026-05,보건업 및 사회복지 서비스업,전라남도,1169
2026-05,보건업 및 사회복지 서비스업,경상북도,1965
2026-05,보건업 및 사회복지 서비스업,경상남도,2472
2026-05,보건업 및 사회복지 서비스업,제주도,228
2026-05,"예술, 스포츠 및 여가관련 서비스업",전 체,1116
2026-05,"예술, 스포츠 및 여가관련 서비스업",서울,162
2026-05,"예술, 스포츠 및 여가관련 서비스업",부산,49
2026-05,"예술, 스포츠 및 여가관련 서비스업",대구,27
2026-05,"예술, 스포츠 및 여가관련 서비스업",인천,19
2026-05,"예술, 스포츠 및 여가관련 서비스업",광주,42
2026-05,"예술, 스포츠 및 여가관련 서비스업",대전,11
2026-05,"예술, 스포츠 및 여가관련 서비스업",울산,0
2026-05,"예술, 스포츠 및 여가관련 서비스업",세종시,7
2026-05,"예술, 스포츠 및 여가관련 서비스업",경기도,263
2026-05,"예술, 스포츠 및 여가관련 서비스업",강원도,259
2026-05,"예술, 스포츠 및 여가관련 서비스업",충청북도,24
2026-05,"예술, 스포츠 및 여가관련 서비스업",충청남도,33
2026-05,"예술, 스포츠 및 여가관련 서비스업",전라북도,79
2026-05,"예술, 스포츠 및 여가관련 서비스업",전라남도,51
2026-05,"예술, 스포츠 및 여가관련 서비스업",경상북도,35
2026-05,"예술, 스포츠 및 여가관련 서비스업",경상남도,20
2026-05,"예술, 스포츠 및 여가관련 서비스업",제주도,35
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",전 체,2761
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",서울,445
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",부산,199
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",대구,89
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",인천,194
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",광주,25
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",대전,69
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",울산,67
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",세종시,22
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",경기도,808
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",강원도,62
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",충청북도,88
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",충청남도,81
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",전라북도,150
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",전라남도,107
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",경상북도,117
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",경상남도,222
2026-05,"협회 및 단체, 수리 및 기타 개인 서비스업",제주도,16
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,전 체,31
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,서울,2
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,부산,1
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,대구,0
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,인천,6
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,광주,0
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,대전,0
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,울산,1
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,세종시,0
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,경기도,20
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,강원도,0
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,충청북도,0
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,충청남도,0
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,전라북도,0
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,전라남도,1
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,경상북도,0
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,경상남도,0
2026-05,가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,제주도,0
2026-05,국제 및 외국기관,전 체,57
2026-05,국제 및 외국기관,서울,0
2026-05,국제 및 외국기관,부산,0
2026-05,국제 및 외국기관,대구,0
2026-05,국제 및 외국기관,인천,0
2026-05,국제 및 외국기관,광주,0
2026-05,국제 및 외국기관,대전,0
2026-05,국제 및 외국기관,울산,0
2026-05,국제 및 외국기관,세종시,0
2026-05,국제 및 외국기관,경기도,57
2026-05,국제 및 외국기관,강원도,0
2026-05,국제 및 외국기관,충청북도,0
2026-05,국제 및 외국기관,충청남도,0
2026-05,국제 및 외국기관,전라북도,0
2026-05,국제 및 외국기관,전라남도,0
2026-05,국제 및 외국기관,경상북도,0
2026-05,국제 및 외국기관,경상남도,0
2026-05,국제 및 외국기관,제주도,0
2026-06,"농업, 임업 및 어업",전 체,5024
2026-06,"농업, 임업 및 어업",서울,14
2026-06,"농업, 임업 및 어업",부산,84
2026-06,"농업, 임업 및 어업",대구,10
2026-06,"농업, 임업 및 어업",인천,375
2026-06,"농업, 임업 및 어업",광주,25
2026-06,"농업, 임업 및 어업",대전,26
2026-06,"농업, 임업 및 어업",울산,26
2026-06,"농업, 임업 및 어업",세종시,31
2026-06,"농업, 임업 및 어업",경기도,829
2026-06,"농업, 임업 및 어업",강원도,341
2026-06,"농업, 임업 및 어업",충청북도,167
2026-06,"농업, 임업 및 어업",충청남도,722
2026-06,"농업, 임업 및 어업",전라북도,544
2026-06,"농업, 임업 및 어업",전라남도,821
2026-06,"농업, 임업 및 어업",경상북도,340
2026-06,"농업, 임업 및 어업",경상남도,502
2026-06,"농업, 임업 및 어업",제주도,167
2026-06,광업,전 체,90
2026-06,광업,서울,4
2026-06,광업,부산,4
2026-06,광업,대구,0
2026-06,광업,인천,1
2026-06,광업,광주,0
2026-06,광업,대전,0
2026-06,광업,울산,2
2026-06,광업,세종시,0
2026-06,광업,경기도,7
2026-06,광업,강원도,28
2026-06,광업,충청북도,5
2026-06,광업,충청남도,3
2026-06,광업,전라북도,5
2026-06,광업,전라남도,1
2026-06,광업,경상북도,20
2026-06,광업,경상남도,10
2026-06,광업,제주도,0
2026-06,제조업,전 체,60587
2026-06,제조업,서울,1677
2026-06,제조업,부산,2473
2026-06,제조업,대구,1797
2026-06,제조업,인천,3320
2026-06,제조업,광주,965
2026-06,제조업,대전,494
2026-06,제조업,울산,2687
2026-06,제조업,세종시,496
2026-06,제조업,경기도,19749
2026-06,제조업,강원도,1051
2026-06,제조업,충청북도,3705
2026-06,제조업,충청남도,4467
2026-06,제조업,전라북도,2469
2026-06,제조업,전라남도,2101
2026-06,제조업,경상북도,5174
2026-06,제조업,경상남도,7825
2026-06,제조업,제주도,137
2026-06,"전기, 가스, 증기 및 공기조절 공급업",전 체,217
2026-06,"전기, 가스, 증기 및 공기조절 공급업",서울,1
2026-06,"전기, 가스, 증기 및 공기조절 공급업",부산,1
2026-06,"전기, 가스, 증기 및 공기조절 공급업",대구,3
2026-06,"전기, 가스, 증기 및 공기조절 공급업",인천,1
2026-06,"전기, 가스, 증기 및 공기조절 공급업",광주,1
2026-06,"전기, 가스, 증기 및 공기조절 공급업",대전,0
2026-06,"전기, 가스, 증기 및 공기조절 공급업",울산,2
2026-06,"전기, 가스, 증기 및 공기조절 공급업",세종시,0
2026-06,"전기, 가스, 증기 및 공기조절 공급업",경기도,27
2026-06,"전기, 가스, 증기 및 공기조절 공급업",강원도,7
2026-06,"전기, 가스, 증기 및 공기조절 공급업",충청북도,2
2026-06,"전기, 가스, 증기 및 공기조절 공급업",충청남도,14
2026-06,"전기, 가스, 증기 및 공기조절 공급업",전라북도,137
2026-06,"전기, 가스, 증기 및 공기조절 공급업",전라남도,1
2026-06,"전기, 가스, 증기 및 공기조절 공급업",경상북도,4
2026-06,"전기, 가스, 증기 및 공기조절 공급업",경상남도,13
2026-06,"전기, 가스, 증기 및 공기조절 공급업",제주도,3
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",전 체,1087
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",서울,34
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",부산,54
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",대구,22
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",인천,61
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",광주,15
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",대전,2
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",울산,14
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",세종시,7
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",경기도,379
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",강원도,33
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",충청북도,75
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",충청남도,67
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",전라북도,41
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",전라남도,60
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",경상북도,77
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",경상남도,134
2026-06,"수도, 하수 및 폐기물 처리, 원료 재생업",제주도,12
2026-06,건설업,전 체,7265
2026-06,건설업,서울,1414
2026-06,건설업,부산,352
2026-06,건설업,대구,241
2026-06,건설업,인천,372
2026-06,건설업,광주,209
2026-06,건설업,대전,295
2026-06,건설업,울산,203
2026-06,건설업,세종시,29
2026-06,건설업,경기도,1435
2026-06,건설업,강원도,282
2026-06,건설업,충청북도,294
2026-06,건설업,충청남도,292
2026-06,건설업,전라북도,308
2026-06,건설업,전라남도,550
2026-06,건설업,경상북도,456
2026-06,건설업,경상남도,440
2026-06,건설업,제주도,93
2026-06,도매 및 소매업,전 체,8343
2026-06,도매 및 소매업,서울,1017
2026-06,도매 및 소매업,부산,690
2026-06,도매 및 소매업,대구,288
2026-06,도매 및 소매업,인천,371
2026-06,도매 및 소매업,광주,177
2026-06,도매 및 소매업,대전,95
2026-06,도매 및 소매업,울산,153
2026-06,도매 및 소매업,세종시,16
2026-06,도매 및 소매업,경기도,2861
2026-06,도매 및 소매업,강원도,210
2026-06,도매 및 소매업,충청북도,387
2026-06,도매 및 소매업,충청남도,348
2026-06,도매 및 소매업,전라북도,329
2026-06,도매 및 소매업,전라남도,291
2026-06,도매 및 소매업,경상북도,443
2026-06,도매 및 소매업,경상남도,591
2026-06,도매 및 소매업,제주도,76
2026-06,운수 및 창고업,전 체,8073
2026-06,운수 및 창고업,서울,4834
2026-06,운수 및 창고업,부산,267
2026-06,운수 및 창고업,대구,56
2026-06,운수 및 창고업,인천,358
2026-06,운수 및 창고업,광주,37
2026-06,운수 및 창고업,대전,235
2026-06,운수 및 창고업,울산,105
2026-06,운수 및 창고업,세종시,1
2026-06,운수 및 창고업,경기도,1355
2026-06,운수 및 창고업,강원도,76
2026-06,운수 및 창고업,충청북도,57
2026-06,운수 및 창고업,충청남도,87
2026-06,운수 및 창고업,전라북도,64
2026-06,운수 및 창고업,전라남도,143
2026-06,운수 및 창고업,경상북도,113
2026-06,운수 및 창고업,경상남도,260
2026-06,운수 및 창고업,제주도,25
2026-06,숙박 및 음식점업,전 체,3330
2026-06,숙박 및 음식점업,서울,817
2026-06,숙박 및 음식점업,부산,244
2026-06,숙박 및 음식점업,대구,50
2026-06,숙박 및 음식점업,인천,128
2026-06,숙박 및 음식점업,광주,34
2026-06,숙박 및 음식점업,대전,41
2026-06,숙박 및 음식점업,울산,63
2026-06,숙박 및 음식점업,세종시,4
2026-06,숙박 및 음식점업,경기도,715
2026-06,숙박 및 음식점업,강원도,304
2026-06,숙박 및 음식점업,충청북도,137
2026-06,숙박 및 음식점업,충청남도,73
2026-06,숙박 및 음식점업,전라북도,147
2026-06,숙박 및 음식점업,전라남도,131
2026-06,숙박 및 음식점업,경상북도,127
2026-06,숙박 및 음식점업,경상남도,255
2026-06,숙박 및 음식점업,제주도,60
2026-06,정보통신업,전 체,1211
2026-06,정보통신업,서울,450
2026-06,정보통신업,부산,61
