통합키,사이트,원본공고ID,회사명,회사키,공고제목,직무,경력구분,최소연차,고용형태,고용형태표준,알바여부,시도,시군구,지역원문,기술스택,마감일,마감구분,공고URL,외부원본ID,수집시각
,부산일자리정보망,,,,"[KOTRA] 중국(베이징), 코리디지털, AM 광고기획 부 주관(1명)","광고, 기획",기타,,,,,,,,,2026-10-23,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260818008&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:12
,부산일자리정보망,,,,"캘리포니아 법률, 세무 및 자산관리 One-Stop 서비스 제공 기업에서 마케팅 채용","법률, 세무, 마케팅",기타,,,,,,,,,2026-10-24,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20240809013&joCrtfcDsp=5&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:12
,부산일자리정보망,,,,뉴저지 소재 식품 수입 유통 전문 업체에서 Bookkeeper & Office Admin 채용,유통,기타,,,,,,,,,2026-10-24,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20250120005&joCrtfcDsp=2&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:12
,부산일자리정보망,,,,C&N VINA 현장 총괄 채용,현장,기타,,,,,,,,,2026-10-24,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260120013&joCrtfcDsp=6&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:12
,부산일자리정보망,,,,[상하이 소재 중견 게임사] 소셜미디어 운영 직군 모집,,기타,,,,,,,,,2026-10-25,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20220426035&joCrtfcDsp=19&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:12
,부산일자리정보망,,,,LA 여성의류 패션 기업에서 Fashion Design 파트 채용,,기타,,,,,,,,,2026-10-26,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260713010&joCrtfcDsp=3&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:12
,부산일자리정보망,,,,캘리포니아 소재 컨템포러리 여성 패션기업에서 E commerce 파트 채용,,기타,,,,,,,,,2026-10-26,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260826008&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:12
,부산일자리정보망,,,,켄터키 소재 자동차 부품 제조 전문 기업에서 HR/Administration 채용,"자동차, 제조, HR",기타,,,,,,,,,2026-10-27,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260803005&joCrtfcDsp=2&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:13
,부산일자리정보망,,,,캘리포니아 여성 캐주얼 의류 업체에서 Fashion Designer 채용,,기타,,,,,,,,,2026-10-27,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20240902001&joCrtfcDsp=8&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:13
,부산일자리정보망,,,,AIR SEA WORLDWIDE 홍콩 본사 commercial team 소속 (상해 지사 근무) 경력직 직원 채용,,기타,,,,,,,,,2026-10-27,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20250918006&joCrtfcDsp=4&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:13
,부산일자리정보망,,,,캘리포니아 소프트젤 전문 건강기능식품 제조기업 Production Department 채용,제조,기타,,,,,,,,,2026-10-28,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260210006&joCrtfcDsp=4&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:13
,부산일자리정보망,,,,글로벌 자동차 도어 시스템 전문 제조기업에서 Engineer 채용,"자동차, 시스템, 제조",기타,,,,,,,,,2026-10-28,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260828002&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:13
,부산일자리정보망,,,,"[KOTRA] 미국, 5 Points Exhibits Inc, CAD Drafter (00명)",,기타,,,,,,,,,2026-10-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20251119003&joCrtfcDsp=6&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:13
,부산일자리정보망,,,,"스마트 팩토리 직원 모집 (산업용 로봇 조작,공작기계 설치 및 운영)","기계, 공작기계 설치 및 운영",기타,,,,,,,,,2026-10-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260512019&joCrtfcDsp=2&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:13
,부산일자리정보망,,,,(주)씨유메디칼시스템 (코스닥 상장사 / 2001년 설립) 유럽법인 (CU Medical Germany GmbH) 경력 사원 모집_고객기술지원_베를린 근무,"시스템, 기술지원",기타,,,,,,,,,2026-10-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260730035&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:13
,부산일자리정보망,,,,"[KOTRA] 독일, HUMAX Networks GmbH, Finance & Accounting / Administration (0명)",,기타,,,,,,,,,2026-10-30,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20251103005&joCrtfcDsp=3&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:13
,부산일자리정보망,,,,"[KOTRA] 헝가리, 에코프로비엠 헝가리법인, 생산팀 PLC Operator(운영자) 현지채용 (4명)",생산,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260901013&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:13
,부산일자리정보망,,,,"독일 IMPEX GLS 프랑크푸르트 지점,  물류 산업 신입/경력사원 모집",물류,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20240711019&joCrtfcDsp=12&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:13
,부산일자리정보망,,,,"[KOTRA] 헝가리, 에코프로비엠 헝가리법인, 제조기술 신입 엔지니어 현지채용 (2명)","제조, 엔지니어",기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260902018&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:13
,부산일자리정보망,,,,미국 스트리트 패션브랜드 운영기업 Fashion/Graphic Design & Product Development 파트 채용,,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260831006&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:14
,부산일자리정보망,,,,"[복사] [복사] 생산/제조 관리,구매/자재관리,기술 영업관리, 품질관리,금형","생산, 제조, 구매, 영업관리, 품질관리, 금형",기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260618014&joCrtfcDsp=4&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:14
,부산일자리정보망,,,,"[KOTRA] 독일, CJ Foods Europe, Junior Trend & Social Listening Specialist(1명)",,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20251029001&joCrtfcDsp=4&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:14
,부산일자리정보망,,,,"[KOTRA] 독일, CJ Foods Europe, Product Manager (1명)",,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20251219011&joCrtfcDsp=5&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:14
,부산일자리정보망,,,,"[KOTRA] 중국(우시), SK AX Beijing Co., Ltd. Wuxi Branch, Infra PM (1명)",PM,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260902022&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:14
,부산일자리정보망,,,,글로벌 미국 가방 브랜드 운영 기업에서 Graphic design/Marketing 채용,,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260709019&joCrtfcDsp=2&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:14
,부산일자리정보망,,,,"[일본] 하반기 BREXA Technology 기계,설비 엔지니어링 설계 개발, 시공관리","기계, 설비, 엔지니어, 설계, 개발, 시공",기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20221127001&joCrtfcDsp=196&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:14
,부산일자리정보망,,,,[일본] 하반기 BREXA Technology 전기/전자설계 엔지니어(5명),"전기, 전자, 설계, 엔지니어",기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20221127001&joCrtfcDsp=197&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:14
,부산일자리정보망,,,,"[일본] 하반기 BREXA Technology, AI 빅데이터 / 보안 전문 엔지니어 (5명)","AI, 빅데이터, 보안, 엔지니어",기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20221127001&joCrtfcDsp=198&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:14
,부산일자리정보망,,,,[일본] 하반기 BREXA Technology  자동차 및 부품 설계 엔지니어(5명),"자동차, 설계, 엔지니어",기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20221127001&joCrtfcDsp=199&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:14
,부산일자리정보망,,,,【2026년 하반기채용】 K Village  한국어강사 모집（교토/고베）,강사,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20230803024&joCrtfcDsp=16&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:14
,부산일자리정보망,,,,"[삼성전자] 서남아총괄, 지원팀 경력 채용","전자, 삼성전자",기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20240119020&joCrtfcDsp=23&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:14
,부산일자리정보망,,,,"[삼성전자] 방글라데시 지점, MX(모바일) SCM - 경력 채용 (1명)","전자, 삼성전자",기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20240119020&joCrtfcDsp=24&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:15
,부산일자리정보망,,,,"프라하 한식당 MAMY, 구인 공고(홀스탭, 1명)",,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20230814013&joCrtfcDsp=8&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:15
,부산일자리정보망,,,,Hansik 프라하 한식 레스토랑 스시 셰프 / 핫키친 셰프 모집,,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260701027&joCrtfcDsp=2&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:15
,부산일자리정보망,,,,"[KOTRA] 폴란드, ADAMPOL S.A., 재경 사무원 (1명)",사무,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260820024&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:15
,부산일자리정보망,,,,"[KOTRA] 독일, CargoKing GmbH, 항공운송 사무원 (3명)","항공, 운송, 사무",기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260818023&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:15
,부산일자리정보망,,,,【일본/도쿄】(주)SoftBay　통신네트워크 엔지니어 모집,"네트워크, 엔지니어",기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260819014&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:15
,부산일자리정보망,,,,호주 시드니 DNKhair 에서 헤어디자이너를 구하고 있습니다.,디자이너,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260819015&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:15
,부산일자리정보망,,,,【일본/도쿄】(주)SoftBay　시스템 S/W개발 엔지니어 모집,"시스템, 개발, 엔지니어",기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260819014&joCrtfcDsp=2&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:15
,부산일자리정보망,,,,(일본/나리타공항-경력직) 공항지상직 STAFF 모집,,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260818009&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:15
,부산일자리정보망,,,,"CARGOKING EUROPE, 프랑크푸르트 항공/해상 수출입 사무원","항공, 사무",기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20231113012&joCrtfcDsp=13&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:15
,부산일자리정보망,,,,"홍콩 한식당 및 카페, 여러 레스토랑(법인명 골드문)에서 근무하실 직원분들 모십니다",,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20241103001&joCrtfcDsp=13&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:15
,부산일자리정보망,,,,"[KOTRA] 인도, Implantium India (덴티움), Sales Support Manager (West Region) (1명)",,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260227016&joCrtfcDsp=5&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:15
,부산일자리정보망,,,,"[OKTA] L.A / BEST ROLL-UP DOOR, INC / 사무직",사무,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260605003&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:16
,부산일자리정보망,,,,"[OKTA] L.A / BEST ROLL-UP DOOR, INC / 마케팅",마케팅,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260605004&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:16
,부산일자리정보망,,,,"[OKTA] L.A / BEST ROLL-UP DOOR, INC / 영업직",영업,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260605005&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:16
,부산일자리정보망,,,,"[OKTA] L.A / BEST ROLL-UP DOOR, INC / 설치 기술자",,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260605006&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:16
,부산일자리정보망,,,,"[OKTA] L.A / BEST ROLL-UP DOOR, INC / 용접 기술자",용접,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260605007&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:16
,부산일자리정보망,,,,"[OKTA] L.A / BEST ROLL-UP DOOR, INC / 핸디맨",,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260605008&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:16
,부산일자리정보망,,,,[OKTA] 멜번 / BKM SERVICES Pty Ltd / 건물관리 운영 어시스턴트,,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260522007&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:16
,부산일자리정보망,,,,"[OKTA] 사이타마 / SHIN INTERNTIONAL CO., LTD. / SCM부",,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260522008&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:16
,부산일자리정보망,,,,"[OKTA] 사이타마 / SHIN INTERNTIONAL CO., LTD. / 총무부",총무,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260522012&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:16
,부산일자리정보망,,,,"[OKTA] 사이타마 / SHIN INTERNTIONAL CO., LTD. / 개발부",개발,기타,,,,,,,,,2026-10-31,기한,https://www.busanjob.net/view.do?no=1310&pgMode=show&id=https://www.worldjob.or.kr/advnc/view.do?menuId=1000000014&dobType=1&joCrtfcNo=E20260522013&joCrtfcDsp=1&joCrtfcDspSn=1&rtnIp=183.103.55.151&dsptcKsco=&continent=&epmt61=,,2026-09-07 23:15:16
