통합키,사이트,원본공고ID,회사명,회사키,공고제목,직무,경력구분,최소연차,고용형태,고용형태표준,알바여부,시도,시군구,지역원문,기술스택,마감일,마감구분,공고URL,외부원본ID,수집시각
,부산일자리정보망,,㈜신건,신건,[근무차량지원] CJ생수배송 자율출근 유류비지원 부산 울산 강원 경북,배송,기타,,,,,,,,,2026-10-18,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802436,jobkorea:802436,2026-09-07 22:54:38
,부산일자리정보망,,㈜에스씨에이게임부산,에스씨에이게임부산,SBS아카데미게임학원 부산지점 교육사업부 신입사원 채용,교육,기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802434,jobkorea:802434,2026-09-07 22:54:38
,부산일자리정보망,,쟌피오베르부산점,쟌피오베르부산점,쟌피오베르피부관리사 주5일제 경력자 채용,,경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802433,jobkorea:802433,2026-09-07 22:54:38
,부산일자리정보망,,㈜에브리데이뉴,에브리데이뉴,쇼핑몰택배포장(주부사원지원가능)직원모집,"택배, 포장",기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802431,jobkorea:802431,2026-09-07 22:54:38
,부산일자리정보망,,㈜에이펙,에이펙,[연봉4200]OLED액정 생산/품질/검사 - 3조2교대/통근버스/가불/1인기숙,"생산, 품질, 검사",기타,,,,,,,,,2026-10-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802429,jobkorea:802429,2026-09-07 22:54:38
,부산일자리정보망,,에이아이에이프리미어파트너스㈜,에이아이에이프리미어파트너스,[연산동-직전연봉60프로/리쿨비/노터치DB] 관리자/자산관리사 채용.,,기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802428,jobkorea:802428,2026-09-07 22:54:38
,부산일자리정보망,,밴스의원 남포점,밴스의원남포점,[밴스의원 남포점] 중국/일본/영어권/태국 고객 통역 코디네이터 모집,통역,기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802427,jobkorea:802427,2026-09-07 22:54:38
,부산일자리정보망,,㈜마상소프트,마상소프트,[부산] 게임 3D캐릭터 아티스트,,기타,,,,,,,,,2026-10-18,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802426,jobkorea:802426,2026-09-07 22:54:39
,부산일자리정보망,,㈜비비엠 코퍼레이션,비비엠코퍼레이션,[해운대/브랜드] SNS 콘텐츠 제작 담당자 상시 채용,"콘텐츠, 제작",경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802425,jobkorea:802425,2026-09-07 22:54:39
,부산일자리정보망,,㈜비비엠 코퍼레이션,비비엠코퍼레이션,[부산/해운대] 퍼포먼스 광고 관리자 모집합니다,광고,경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802424,jobkorea:802424,2026-09-07 22:54:39
,부산일자리정보망,,㈜마상소프트,마상소프트,[부산] 게임 애니메이션 아티스트,애니메이션,기타,,,,,,,,,2026-10-18,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802423,jobkorea:802423,2026-09-07 22:54:39
,부산일자리정보망,,㈜비비엠 코퍼레이션,비비엠코퍼레이션,[해운대] 의류쇼핑몰 MD/웹디 상시 채용,MD,경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802422,jobkorea:802422,2026-09-07 22:54:39
,부산일자리정보망,,㈜비비엠 코퍼레이션,비비엠코퍼레이션,[모엣/해운대] 의류쇼핑몰 전문 CS 담당직원 상시 채용,CS,경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802421,jobkorea:802421,2026-09-07 22:54:39
,부산일자리정보망,,㈜비비엠 코퍼레이션,비비엠코퍼레이션,[해운대] 의류쇼핑몰 웹디자이너 상시 채용,디자이너,경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802420,jobkorea:802420,2026-09-07 22:54:39
,부산일자리정보망,,㈜마상소프트,마상소프트,[부산] 게임 마케팅/사업PM/글로벌GM(외국어가능),마케팅,기타,,,,,,,,,2026-10-18,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802419,jobkorea:802419,2026-09-07 22:54:39
,부산일자리정보망,,㈜그리핀베이,그리핀베이,[그리핀베이 호텔]  뷔페 홀관리 담당자 모집,호텔,기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802418,jobkorea:802418,2026-09-07 22:54:39
,부산일자리정보망,,㈜핀르,핀르,[해운대/핀르] 의류 쇼핑몰 메인MD 상시 채용,,경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802417,jobkorea:802417,2026-09-07 22:54:39
,부산일자리정보망,,㈜핀르,핀르,[해운대] 패션 / 인플루언서 플랫폼 에디터 상시 모집,"플랫폼, 에디터",기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802416,jobkorea:802416,2026-09-07 22:54:39
,부산일자리정보망,,㈜마상소프트,마상소프트,[부산] 게임 UI/UX 아티스트,"UI, UX",기타,,,,,,,,,2026-10-18,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802415,jobkorea:802415,2026-09-07 22:54:39
,부산일자리정보망,,㈜마상소프트,마상소프트,[부산] 웹/모바일 UI/UX 디자이너,"UI, UX, 디자이너",기타,,,,,,,,,2026-10-18,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802414,jobkorea:802414,2026-09-07 22:54:40
,부산일자리정보망,,㈜핀르,핀르,[부산/해운대] 퍼포먼스 광고 관리자 채용,광고,경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802413,jobkorea:802413,2026-09-07 22:54:40
,부산일자리정보망,,파트너물류 인천지점,파트너물류인천지점,부산 오래 일하실 화물기사모집 / 초보 경력자 상관X 문의바랍니다,기사,기타,,,,,,,,,2026-10-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802412,jobkorea:802412,2026-09-07 22:54:40
,부산일자리정보망,,㈜그로스마케팅,그로스마케팅,(부산) 그로스마케팅 온라인 마케터 AE 채용,AE,기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802411,jobkorea:802411,2026-09-07 22:54:40
,부산일자리정보망,,㈜핀르,핀르,[해운대/핀르] 의류 쇼핑몰 MD/웹디 상시 채용,MD,경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802410,jobkorea:802410,2026-09-07 22:54:40
,부산일자리정보망,,㈜룩플,룩플,[해운대/브랜드] SNS 콘텐츠 제작 담당자 모집,"콘텐츠, 제작",경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802409,jobkorea:802409,2026-09-07 22:54:40
,부산일자리정보망,,㈜룩플,룩플,[해운대/룩플] 패션 플랫폼 에디터/MD 상시 모집,"플랫폼, 에디터, MD",신입,0,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802408,jobkorea:802408,2026-09-07 22:54:40
,부산일자리정보망,,㈜룩플,룩플,[부산/해운대] 퍼포먼스 광고 관리자 채용,광고,경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802407,jobkorea:802407,2026-09-07 22:54:40
,부산일자리정보망,,㈜룩플,룩플,[룩플/해운대] 의류쇼핑몰 전문 CS  담당직원 상시 모집,CS,경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802406,jobkorea:802406,2026-09-07 22:54:40
,부산일자리정보망,,파트너물류 인천지점,파트너물류인천지점,서로 함께일하실 화물기사모집 / 초보 경력자 상관X 문의바랍니다,기사,기타,,,,,,,,,2026-10-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802405,jobkorea:802405,2026-09-07 22:54:40
,부산일자리정보망,,㈜룩플,룩플,[해운대/룩플] 의류쇼핑몰 메인MD 상시 모집,,경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802404,jobkorea:802404,2026-09-07 22:54:40
,부산일자리정보망,,김재옥토익학원,김재옥토익학원,[김재옥토익학원] 온/오프라인 교육 서비스 운영 채용,교육,기타,,,,,,,,,2026-09-09,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802403,jobkorea:802403,2026-09-07 22:54:40
,부산일자리정보망,,하얏트플레이스 부산연산,하얏트플레이스부산연산,하얏트플레이스 부산연산 프론트데스크 신입 및 경력신입 채용,,경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802402,jobkorea:802402,2026-09-07 22:54:41
,부산일자리정보망,,민트,민트,HACCP(해썹) 상담 예약 담당자 / 전화 상담,,기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802400,jobkorea:802400,2026-09-07 22:54:41
,부산일자리정보망,,㈜세경인프라,세경인프라,[영업]2026년 (주)세경인프라에서 남부영업(부산) 영업사원을 모집합니다.,영업,기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802399,jobkorea:802399,2026-09-07 22:54:41
,부산일자리정보망,,메르사운드,메르사운드,부산 음향 렌탈팀 메르사운드 사원 채용,,기타,,,,,,,,,2026-10-18,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802398,jobkorea:802398,2026-09-07 22:54:41
,부산일자리정보망,,㈜엔타스,엔타스,[외식그룹 엔타스] `경복궁 해운대점` 직원 채용,,기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802397,jobkorea:802397,2026-09-07 22:54:41
,부산일자리정보망,,스위트랩 해운대점,스위트랩해운대점,"해운대구 베이커리카페에서 카페직원을 모집합니다. (바리스타, 빵판매)","바리스타, 판매, 빵판매",경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802396,jobkorea:802396,2026-09-07 22:54:41
,부산일자리정보망,,테일러(주) 카바드,테일러카바드,[부산] 카바드테일러 맞춤정장 정규직,,기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802395,jobkorea:802395,2026-09-07 22:54:41
,부산일자리정보망,,㈜링크프라이스,링크프라이스,"[범일역/정규직] 온라인 검색광고 마케터 채용(3,000만 外 성과급)",광고,기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802394,jobkorea:802394,2026-09-07 22:54:41
,부산일자리정보망,,디자인오늘,디자인오늘,디지털로타리 로타리인쇄 씨링인쇄 기사 구인(경력),기사,경력,5,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802393,jobkorea:802393,2026-09-07 22:54:41
,부산일자리정보망,,카페38.5,카페385,[카페385] 이커머스MD & B2C  담당,,경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802392,jobkorea:802392,2026-09-07 22:54:41
,부산일자리정보망,,하단레이어스호텔점,하단레이어스호텔점,"[하단 레이어스호텔] 조리부 신입 및 경력직 모집(주임, 대리, 과장급)","호텔, 조리",기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802391,jobkorea:802391,2026-09-07 22:54:41
,부산일자리정보망,,하단레이어스호텔점,하단레이어스호텔점,"[하단 레이어스호텔] 프론트 신입 , 경력직 채용",호텔,기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802390,jobkorea:802390,2026-09-07 22:54:41
,부산일자리정보망,,㈜문화상사,문화상사,문화상사 직판 TM 사원모집,,기타,,,,,,,,,2026-10-18,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802388,jobkorea:802388,2026-09-07 22:54:42
,부산일자리정보망,,㈜글로벌에너지솔루션,글로벌에너지솔루션,서비스 엔지니어/테크니션 및 공장 관리 직원,엔지니어,기타,,,,,,,,,2026-10-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802387,jobkorea:802387,2026-09-07 22:54:42
,부산일자리정보망,,카페38.5,카페385,카페385 베이커리 팀원 채용 합니다,,기타,,,,,,,,,2026-10-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802386,jobkorea:802386,2026-09-07 22:54:42
,부산일자리정보망,,딜리셔스코리아,딜리셔스코리아,[부산 서면] 마케팅 담당 - 영상 컨텐츠 기획 및 제작 (경력자),"마케팅, 기획, 제작",경력,1,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802385,jobkorea:802385,2026-09-07 22:54:42
,부산일자리정보망,,리팅 성형외과의원,리팅성형외과의원,[범내골역 도보 1분] 리팅성형외과 부산점 코디네이터 모집,,기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802384,jobkorea:802384,2026-09-07 22:54:42
,부산일자리정보망,,리팅 성형외과의원,리팅성형외과의원,[범내골역 도보 1분] 리팅성형외과 부산점 [상담실장] 모집,,기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802383,jobkorea:802383,2026-09-07 22:54:42
,부산일자리정보망,,씨케이글로벌㈜,씨케이글로벌,식품 가공(수산물)생산직 사원,"가공, 생산",기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802382,jobkorea:802382,2026-09-07 22:54:42
,부산일자리정보망,,㈜바오,바오,인테리어 사업부 현장관리자 및 단순시공보조 채용,"현장관리, 시공",경력,2,,,,,,,,2026-09-09,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802381,jobkorea:802381,2026-09-07 22:54:42
,부산일자리정보망,,㈜정상에듀명지,정상에듀명지,명지 정상어학원 초중등 영어강사님을 모십니다(100프로영어수업가능자),강사,기타,,,,,,,,,2026-09-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802379,jobkorea:802379,2026-09-07 22:54:42
,부산일자리정보망,,DB손해보험㈜,db손해보험,[부산 서면역]자동차보험/장기보험 TM영업직원 모집(설계사아닌 직원채용),"자동차, 영업, 설계, 설계사아닌 직원채용",경력,1,,,,,,,,2026-09-20,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802377,jobkorea:802377,2026-09-07 22:54:42
,부산일자리정보망,,아로아랩스,아로아랩스,AI 국제 물류 스타트업 사업기획 매니저(부산),"AI, 물류, 기획",기타,,,,,,,,,2026-10-18,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802376,jobkorea:802376,2026-09-07 22:54:42
,부산일자리정보망,,영어드림 서면센터,영어드림서면센터,영어드림 CREW 모집- 온라인 영어회화 학생관리 코칭멘토 원장/교육팀장,교육,기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802301,jobkorea:802301,2026-09-07 22:54:46
,부산일자리정보망,,㈜부동산보물섬,부동산보물섬,[부동산 임대관리] 임대사업 운영·계약관리 담당자 채용 / 2인기업 / 유연,,기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802300,jobkorea:802300,2026-09-07 22:54:46
,부산일자리정보망,,폴리어학원 명지캠퍼스,폴리어학원명지캠퍼스,"[POLY] 명지폴리어학원 유치, 초등부 교사 채용",교사,경력,2,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802299,jobkorea:802299,2026-09-07 22:54:46
,부산일자리정보망,,어보,어보,기장  어보에서 매장을 책임질 유능한 인재 모집합니다,,기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802298,jobkorea:802298,2026-09-07 22:54:46
,부산일자리정보망,,㈜고메코리아,고메코리아,고메스퀘어 부산하단직영점  롤군함 일식 핫푸드 사원모집 주5일 295부터,,기타,,,,,,,,,2026-10-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802297,jobkorea:802297,2026-09-07 22:54:46
,부산일자리정보망,,폴리어학원 명지캠퍼스,폴리어학원명지캠퍼스,영어학원 행정 및 회계 업무,"행정, 회계",경력,2,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802296,jobkorea:802296,2026-09-07 22:54:46
,부산일자리정보망,,내쇼날시스템㈜,내쇼날시스템,쇼핑몰MD/마케팅/블로그/유튜브(경력우대) 청년보너스580만,마케팅,경력,1,,,,,,,,2026-10-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802295,jobkorea:802295,2026-09-07 22:54:46
,부산일자리정보망,,젬스톤인더숲㈜,젬스톤인더숲,젬스톤 인더숲 부점장 채용,,경력,3,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802294,jobkorea:802294,2026-09-07 22:54:46
,부산일자리정보망,,젬스톤인더숲㈜,젬스톤인더숲,젬스톤 인더숲 바리스타 정규직 채용,바리스타,경력,1,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802293,jobkorea:802293,2026-09-07 22:54:46
,부산일자리정보망,,㈜브라운박스코리아,브라운박스코리아,브라운박스와 함께 일하실 바리스타 구합니다.,바리스타,경력,1,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802292,jobkorea:802292,2026-09-07 22:54:47
,부산일자리정보망,,한국호텔리어협회,한국호텔리어협회,특급관광호텔&골프장호텔 정규직//,호텔,신입,0,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802291,jobkorea:802291,2026-09-07 22:54:47
,부산일자리정보망,,주식회사 디자인내과,디자인내과,"대한민국 브랜드 성장의 기준, 디자인 PM 동료모집",PM,경력,3,,,,,,,,2026-10-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802289,jobkorea:802289,2026-09-07 22:54:47
,부산일자리정보망,,주식회사 디자인내과,디자인내과,대한민국 브랜드성장의 기준 ㅣ AI 시각 웹 디자이너 팀원을 구합니다,"AI, 디자이너",경력,2,,,,,,,,2026-10-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802288,jobkorea:802288,2026-09-07 22:54:47
,부산일자리정보망,,딜리셔스코리아,딜리셔스코리아,[부산] 온라인 MD / 식품 MD 모집,MD,경력,1,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802287,jobkorea:802287,2026-09-07 22:54:47
,부산일자리정보망,,대출다연,대출다연,"[부산]사무직/결제담당자/통계,AI활용자우대/꼼꼼하시분환영","사무, 통계",기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802286,jobkorea:802286,2026-09-07 22:54:47
,부산일자리정보망,,대출다연,대출다연,"[부산]메인PD/보조스텝 (촬영,편집,기획) 가능자 트렌드한 분을 모십니다.","촬영, 편집, 기획",경력,1,,,,,,,,2026-10-17,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802285,jobkorea:802285,2026-09-07 22:54:47
,부산일자리정보망,,덕미,덕미,01 기장 카페 덕미 01 에서 함께할 [바리스타 팀원]을 구합니다.,"바리스타, 바리스타 팀원",기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802204,jobkorea:802204,2026-09-07 22:54:54
,부산일자리정보망,,법무법인(유한)대륜,법무법인대륜,법무법인(유한) 대륜 패러리걸(상담실장) 모집(부산),법무,경력,5,,,,,,,,2026-10-11,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802203,jobkorea:802203,2026-09-07 22:54:54
,부산일자리정보망,,Woods Coffee,woodscoffee,파트너사 커피교육과 메뉴R&D 가능한 바리스타채용(주35시간 근무),"교육, 바리스타",경력,1,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802202,jobkorea:802202,2026-09-07 22:54:54
,부산일자리정보망,,만달리togo,만달리togo,[만달리TOGO] 빵을 만들고 한 끼를 완성하는 경력 베이커(제빵사) 채용,"제빵, 제빵사",경력,3,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802201,jobkorea:802201,2026-09-07 22:54:54
,부산일자리정보망,,아시아 냉열,아시아냉열,"선백 냉동기, 에어컨 수리 보조 기사를 채용합니다.",기사,기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802200,jobkorea:802200,2026-09-07 22:54:55
,부산일자리정보망,,스튜디오 점포(STUDIO.4),스튜디오점포,부산 셀프 사진관 스튜디오점포 리터칭 작가 채용,"사진, 작가",기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802199,jobkorea:802199,2026-09-07 22:54:55
,부산일자리정보망,,더아트바리스타제과제빵학원,더아트바리스타제과제빵학원,[더아트 아카데미] 교육 사업부 (교육상담) 공개채용,"교육, 교육상담",경력,1,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802198,jobkorea:802198,2026-09-07 22:54:55
,부산일자리정보망,,라이온 관광호텔,라이온관광호텔,프론트 주간 직원 모집(라이온관광호텔),호텔,기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802197,jobkorea:802197,2026-09-07 22:54:55
,부산일자리정보망,,㈜에즈금융서비스,에즈금융서비스,카카오페이/보맵/비대면 채팅상담사 모집/정착지원금 지급,상담사,기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802196,jobkorea:802196,2026-09-07 22:54:55
,부산일자리정보망,,더구움,더구움,더구움 제과파트 모집합니다.,,기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802195,jobkorea:802195,2026-09-07 22:54:55
,부산일자리정보망,,한국호텔리어협회,한국호텔리어협회,특급관광호텔&골프장호텔 정규직//,호텔,신입,0,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802194,jobkorea:802194,2026-09-07 22:54:55
,부산일자리정보망,,모노마트 사하점,모노마트사하점,모노마트 1톤 오토 배송 기사 모집 / 신입 및 경력 채용 / 식자재 납품,"배송, 기사",기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802192,jobkorea:802192,2026-09-07 22:54:55
,부산일자리정보망,,더 스파 하스타,더스파하스타,[해운대 팔라티움 소노 스파 마레] 매니저 채용,,기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802190,jobkorea:802190,2026-09-07 22:54:55
,부산일자리정보망,,삼성생명보험㈜,삼성생명보험,[중소기업지원센터] GFC사업부 기업보험영업 기업재무상담 컨설팅 GFC모집,"영업, 재무",경력,3,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802188,jobkorea:802188,2026-09-07 22:54:55
,부산일자리정보망,,㈜성공스토리,성공스토리,[쇼핑몰] CS/발주/재고담당자 모집,CS,기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802186,jobkorea:802186,2026-09-07 22:54:55
,부산일자리정보망,,극동통상㈜,극동통상,[경남종합물류운송]운전기사님 채용/초보가능/1종/초기비용x/상하차x,"물류, 운송, 운전, 기사, 경남종합물류운송",기타,,,,,,,,,2026-10-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802185,jobkorea:802185,2026-09-07 22:54:55
,부산일자리정보망,,딤딤섬 센텀시티점,딤딤섬센텀시티점,부산 신세계백화점 딤딤섬  주방정직원 모집합니다,주방,기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802183,jobkorea:802183,2026-09-07 22:54:57
,부산일자리정보망,,리본,리본,해운대 브런치카페 리본 정직원 채용,,기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802182,jobkorea:802182,2026-09-07 22:54:57
,부산일자리정보망,,부산뷰호텔,부산뷰호텔,부산역 부산 뷰 호텔 주간 프론트 [주5일제] 경력&신입 채용중,호텔,기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802181,jobkorea:802181,2026-09-07 22:54:57
,부산일자리정보망,,부산뷰호텔,부산뷰호텔,부산역 부산 뷰 호텔 중간 프론트 [주5일제] 경력&신입 채용공고 모집중,호텔,기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802180,jobkorea:802180,2026-09-07 22:54:57
,부산일자리정보망,,엠에스엠스토어,엠에스엠스토어,유튜브 쇼츠 편집자 프리랜서 모집 (초보X / 캡컷 경력자),편집,기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802179,jobkorea:802179,2026-09-07 22:54:57
,부산일자리정보망,,극동통상㈜,극동통상,(경남 물류)5톤윙바디 물류운송/운전만/주5일/거주지인근배차/초기비용x,"물류, 운송, 운전, 경남 물류",기타,,,,,,,,,2026-10-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802178,jobkorea:802178,2026-09-07 22:54:57
,부산일자리정보망,,처갓집부산지사,처갓집부산지사,프랜차이즈 유통업체 1톤 탑차배송,"유통, 배송",경력,1,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802149,jobkorea:802149,2026-09-07 22:54:59
,부산일자리정보망,,㈜더원아카데미(카엘리움),더원아카데미,카엘리움 레스토랑 주방직원 구함,주방,기타,,,,,,,,,2026-09-16,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802147,jobkorea:802147,2026-09-07 22:54:59
,부산일자리정보망,,이음컴퍼니그룹,이음컴퍼니그룹,-쿠팡퀵플렉스/부산전지역/택배기사님 채용/월490만a/배송지역전국최대,"택배, 기사, 배송",기타,,,,,,,,,2026-10-13,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802145,jobkorea:802145,2026-09-07 22:54:59
,부산일자리정보망,,케미코리아,케미코리아,동물병원 의료기기 엔지니어 및 영업관리,"엔지니어, 영업관리",신입,0,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802144,jobkorea:802144,2026-09-07 22:54:59
,부산일자리정보망,,현승산업,현승산업,생산직 사원 모집,생산,경력,1,,,,,,,,2026-09-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802143,jobkorea:802143,2026-09-07 22:54:59
,부산일자리정보망,,로옹,로옹,[오후4시 퇴근] 광안리 브런치`로옹`정직원 모집(저녁영업X),"영업, 저녁영업X",기타,,,,,,,,,2026-10-15,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=802142,jobkorea:802142,2026-09-07 22:54:59
