jobsCd,jobsNm,superCd,depth
512400,점술가 및 민속신앙 종사원,062,3
512900,"기타 개인 생활 서비스 종사원(말벗, 노년플래너 등)",062,3
063,여행·객실승무·숙박·오락 서비스,06,2
029103,호텔·콘도·숙박시설 프론트 사무원,063,3
420901,골프장 캐디,063,3
420902,카지노 딜러,063,3
521100,여행 상품 개발자,063,3
521200,여행 사무원,063,3
521300,관광 서비스 종사원,063,3
521301,관광통역 안내원,063,3
521302,여행 안내원,063,3
521303,"박물관,미술관,문화,역사,자연환경 등 각종 해설사",063,3
522100,항공기 객실 승무원,063,3
522200,선박 및 열차 객실 승무원,063,3
523000,숙박시설 서비스 종사원,063,3
524000,오락시설 서비스 종사원,063,3
524001,"오락시설 서비스원(노래방, PC방 등)",063,3
524002,테마파크 서비스원,063,3
541904,수학여행 안전요원,063,3
064,주방장 및 조리사,06,2
305000,영양사,064,3
531100,주방장 및 요리 연구가(푸드코디네이터 포함),064,3
531200,한식 조리사,064,3
531300,중식 조리사,064,3
531400,양식 조리사,064,3
531500,일식 조리사,064,3
531600,바텐터(조주사),064,3
531700,음료 조리원(바리스타 포함),064,3
531800,단체급식 조리사,064,3
531801,학교 급식 조리사,064,3
531802,유치원·어린이집 급식 조리사,064,3
531803,병원 급식 조리사,064,3
531804,사업체 구내식당 급식 조리사,064,3
531900,기타 조리사,064,3
531901,분식 조리사,064,3
531902,포장마차·주점 조리사,064,3
531903,동남아·남미음식 조리사,064,3
871100,제과원 및 제빵사,064,3
065,식당 서비스(음식배달 제외),06,2
532100,패스트푸드 준비원,065,3
532200,식음료 서비스 종사원,065,3
532201,호텔·레스토랑 웨이터·웨이트리스,065,3
532202,일반 음식점 접객서빙원,065,3
532203,주점·커피숍 접객서빙원,065,3
532300,주방 보조원,065,3
532301,주방 보조원(일반 음식점),065,3
532302,단체 급식 보조원,065,3
532900,기타 식음료 서비스 종사원(병원 배식원),065,3
624901,음식점 배달원,065,3
624902,패스트푸드 배달원,065,3
872200,김치 및 밑반찬 제조 종사원,065,3
066,경호·보안,06,2
541100,경호원,066,3
541200,청원경찰,066,3
541300,시설 및 특수 경비원,066,3
541301,기계·무인 경비원(해당 경비지도사 포함),066,3
541302,시설·호송·특수 경비원(해당 경비지도사 포함),066,3
541400,보안 관제원,066,3
541900,기타 경호 및 보안 관련 종사원,066,3
541901,유통·매장·창고 감시원,066,3
541902,주차 단속원 및 안전 순찰원,066,3
541903,레저·테마파크 안전요원,066,3
541904,수학여행 안전요원,066,3
067,경비원,06,2
542000,건물 관리원,067,3
542001,아파트·빌라 경비원,067,3
542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",067,3
542003,공사현장 경비원,067,3
542004,"기타 건물 관리원(공원, 종교시설 등)",067,3
068,돌봄 서비스,06,2
232904,그 외 사회복지 종사원,068,3
550100,요양보호사,068,3
550101,요양보호사(노인요양사),068,3
550102,재가 요양보호사,068,3
550201,간병인,068,3
550202,재가 간병인,068,3
550300,노인 돌봄 종사원,068,3
550400,장애인 돌봄 종사원,068,3
550500,육아 도우미(베이비시터),068,3
069,청소·방역 및 가사 서비스,06,2
561100,건물 청소원,069,3
561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",069,3
561102,"호텔·콘도·숙박시설 청소원(룸메이드,하우스키퍼)",069,3
561103,외벽 및 창문 청소원,069,3
561200,운송 및 시설장비 청소원,069,3
561201,특수 크리닝장비 청소원,069,3
561202,세차원 및 운송장비 청소원,069,3
561300,거리 및 공공장소 청소원(환경 미화원),069,3
561400,재활용품 및 쓰레기 수거원,069,3
561900,기타 청소 관련 종사원(놀이공원 등),069,3
562100,세정원(물탱크 청소 포함),069,3
562200,방역원(해충퇴치원 포함),069,3
563100,구두 미화원,069,3
563200,세탁원 및 다림질원,069,3
563301,가사 도우미,069,3
563302,입주 가사도우미,069,3
06A,검침·주차관리 및 기타 단순 서비스,06,2
564100,계기 검침원 및 가스 점검원,06A,3
564200,자동판매기 관리원,06A,3
564300,주차 관리원 및 안내원,06A,3
564400,검표원,06A,3
564500,대여 제품 방문 점검원,06A,3
564900,기타 서비스 관련 단순 종사원,06A,3
564901,환경 감시원,06A,3
564902,정리수납원,06A,3
564903,기타 서비스 단순종사원(사우나·찜질방 등),06A,3
624501,하역·적재 종사원,06A,3
624502,물건·이삿짐 운반원,06A,3
07,영업·판매·운전·운송,,1
071,부동산중개,07,2
611000,부동산 컨설턴트 및 중개사,071,3
072,기술·의약품·해외 영업 및 상품 중개,07,2
612100,기술 영업원,072,3
612101,자동차부품 및 운송장비 기술영업원,072,3
612102,기계장비 기술영업원,072,3
612103,화학제품 기술영업원,072,3
612104,전기·전자장비 기술영업원,072,3
612105,의료장비 기술영업원,072,3
612106,"IT 기술영업원(전산장비,소프트웨어) ",072,3
612107,의약품 영업원(제약 영업원),072,3
612108,기타 기술영업원,072,3
612200,해외 영업원,072,3
612201,해외 영업원(영어),072,3
612202,해외 영업원(중국어),072,3
612203,해외 영업원(일본어),072,3
612204,해외 영업원(기타 언어권),072,3
612300,상품중개인 및 경매사,072,3
612900,기타 기술 영업 및 중개 관련 종사원,072,3
073,자동차·제품·기타 영업(광고영업 포함),07,2
613100,자동차 영업원,073,3
613101,자동차 영업원(자동차 딜러),073,3
613102,중고차 영업원,073,3
613200,제품 영업원,073,3
613201,식품·주류 영업원,073,3
613202,건설자재 영업원,073,3
613203,건설수주 영업원,073,3
613204,일반 제품 영업원,073,3
613900,기타 영업원,073,3
613901,광고·출판 영업원,073,3
613902,체인점 영업원,073,3
613903,상조·렌탈·회원모집 영업원,073,3
613904,기타 영업원,073,3
074,텔레마케터(TM),07,2
029202,콜센터 상담원(콜센터·고객센터·CS센터),074,3
614000,텔레마케터,074,3
614001,텔레마케터(콜센터),074,3
614002,"텔레마케터(학원, 학습지, 유학)",074,3
614003,텔레마케터(금융·보험·대출·부동산),074,3
614004,"텔레마케터(쇼핑몰, 백화점, 마트)",074,3
614005,"텔레마케터(인터넷, 통신)",074,3
614006,기타 텔레마케터,074,3
075,소규모 판매점장 및 상점 판매,07,2
531700,음료 조리원(바리스타 포함),075,3
615100,소규모 상점 경영 및 일선 관리 종사원(매장매니저·매장슈퍼바이저 등),075,3
615200,상점 판매원,075,3
615201,백화점 판매원,075,3
615202,대형마트 판매원,075,3
615203,편의점 판매원,075,3
615204,면세점 판매원,075,3
615205,일반상점(슈퍼) 판매원,075,3
615206,의류 판매원,075,3
615207,화장품 판매원,075,3
615208,가구 판매원,075,3
615209,가전 판매원(컴퓨터 포함),075,3
615210,음식료품 판매원,075,3
615211,"꽃 판매원(플로리스트, 토피어리어 포함)",075,3
615212,"기타 판매원(사무용품,도서,음반 포함 잡화 등)",075,3
616101,매장 계산원,075,3
076,통신서비스·온라인판매·상품대여·노점·이동판매 및 주유,07,2
615300,단말기 및 통신 서비스 판매원,076,3
615301,통신기기 판매원(핸드폰 판매 및 가입),076,3
615302,"통신서비스 판매원(인터넷,IPTV 가입) ",076,3
615400,온라인 쇼핑 판매원,076,3
615500,상품 대여원,076,3
615501,자동차 대여원(렌터카),076,3
615502,"생활용품 대여원(정수기,가전제품,의복,어린이 용품)",076,3
615503,"기타 대여원(기계장비,오락·스포츠 용품,도서,영상)",076,3
615600,노점 및 이동 판매원,076,3
615800,주유원,076,3
615801,주유원(주유판매원),076,3
615802,가스 충전원,076,3
077,매장 계산 및 매표,07,2
616100,매장 계산원 및 요금 정산원,077,3
616101,매장 계산원,077,3
616102,"요금 정산원(주차요금,통행료)",077,3
616200,매표원 및 복권 판매원,077,3
078,판촉 및 기타 판매 종사자,07,2
617100,홍보 도우미 및 판촉원,078,3
617101,홍보 도우미 및 판촉원(나레이터 모델 포함),078,3
617102,이벤트·행사 진행원,078,3
617900,기타 판매 관련 단순 종사원,078,3
617901,매장 정리원(매장 보조원),078,3
617902,상품 진열원,078,3
617903,쇼핑몰택배 준비원,078,3
617904,"기타 판매 단순 종사원(전단지배포, 벽보원, 물품 보관원)",078,3
079,항공기·선박·철도 조종 및 관제,07,2
028202,철도·지하철 운송 사무원,079,3
028301,항공 운송 사무원,079,3
028302,수상 운송 사무원(해상 운송),079,3
621100,항공기 조종사,079,3
621200,선장 및 항해사·도선사,079,3
621300,철도 및 전동차 기관사,079,3
621400,"관제사(항공,선박,철도 등)",079,3
621900,철도운송 관련 종사원,079,3
885901,드론 조작원,079,3
07A,자동차 운전(택시·버스·화물차·기타 자동차),07,2
028201,도로 운송 사무원(배차사무 포함),07A,3
564300,주차 관리원 및 안내원,07A,3
622100,택시 운전원,07A,3
622200,버스 운전원,07A,3
622201,"노선버스 운전원(시내, 마을, 시외, 고속)",07A,3
622202,관광 및 통근·통학·학원 및 기타 버스 운전원,07A,3
622300,화물차 및 특수차 운전원,07A,3
622301,경·소형 화물차 운전원,07A,3
622302,중·대형 화물차 운전원(트레일러 포함),07A,3
622303,견인차·유조차·구난차·청소차 등 특수차 운전원,07A,3
622900,기타 자동차 운전원,07A,3
622901,승용차 운전원(자가용 운전원),07A,3
622902,승합차 운전원,07A,3
622903,대리 운전원,07A,3
622904,주차 운전원,07A,3
622905,호송차량 운전원,07A,3
622906,"기타 자동차 운전원(렌터카,구급차,우편차,자동차선적 등)",07A,3
07B,물품이동장비 조작,07,2
623000,물품 이동 장비 조작원,07B,3
623001,"크레인 운전원(천정,타워 제외)",07B,3
623002,천장·타워 크레인 운전원,07B,3
623003,호이스트 운전원,07B,3
623004,지게차 운전원,07B,3
623005,리프트·케이블카 조작원,07B,3
07C,택배·납품영업·선박갑판·하역 및 기타 운송(음식배달 포함),07,2
624100,택배원,07C,3
624101,일반 택배원(퀵서비스 제외),07C,3
624102,배송·납품 운전원(납품영업 포함),07C,3
624200,늘찬배달원,07C,3
624201,퀵서비스 배달원,07C,3
624202,배달대행업체 배달원,07C,3
624300,우편집배원,07C,3
624400,선박 승무원 및 관련 종사원,07C,3
624500,하역 및 적재 단순 종사원,07C,3
624501,하역·적재 종사원,07C,3
624502,물건·이삿짐 운반원,07C,3
624600,화물 분류원,07C,3
624700,정기배달원(신문·음료 등) ,07C,3
624900,기타 배달원,07C,3
624901,음식점 배달원,07C,3
624902,패스트푸드 배달원,07C,3
624903,지하철 배달원,07C,3
624904,기타 배달원(비정기 배달원),07C,3
08,건설·채굴,,1
081,건설구조 기능(철골·철근·석공·목공·조적 등),08,2
701100,강구조물 가공원 및 건립원(철골공),081,3
701200,"경량 철골공(석고보드공,텍스공,조립주택 건립원)",081,3
701300,철근공,081,3
701401,콘크리트공,081,3
701402,콘크리트건물·피시 조립원,081,3
701500,건축 석공,081,3
701600,건축 목공,081,3
701601,형틀 목공(거푸집 설치공),081,3
701602,외장 목공(목조주택 건립),081,3
701603,"내장 목공(인테리어 목공 - 나무창호, 주방가구, 싱크대, 인테리어 치장)",081,3
701604,전통 건축원,081,3
701700,조적공 및 석재 부설원,081,3
701900,기타 건설 관련 기능 종사원,081,3
701901,건설현장반장,081,3
701902,비계공,081,3
701903,건물칸막이 설치원,081,3
701904,"기타 건설 기능원(건물해체,정화조설치,방음벽설치 등)",081,3
082,건축마감 기능(미장·단열·도배·새시·영선 등),08,2
702100,미장공,082,3
702200,방수공,082,3
702300,단열공,082,3
702400,바닥재 시공원,082,3
702401,타일·대리석 시공원,082,3
702402,장판·카펫 시공원,082,3
702500,도배공 및 유리 부착원,082,3
702501,도배공,082,3
702502,유리 부착원(유리공),082,3
702600,건축 도장공,082,3
702700,새시 조립 및 설치원,082,3
702701,새시 조립·설치원,082,3
702702,새시 보조원(견습공),082,3
702900,기타 건축 마감 관련 기능 종사원,082,3
702901,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),082,3
702902,지붕잇기원 등 기타 건축 마감 기능원,082,3
083,배관,08,2
703100,건설 배관공,083,3
703101,"건축 배관공(옥내급수관,상하수배관,위생 배관)",083,3
703102,가스 배관공(가스관 설치원),083,3
703200,"공업 배관공(플랜트,항공,선박,철도차량)",083,3
703900,기타 배관공,083,3
703901,기타 배관공(배관누수 탐지원),083,3
703902,배관 보조원,083,3
824100,용접원,083,3
084,건설·채굴 기계 운전,08,2
623001,"크레인 운전원(천정,타워 제외)",084,3
623002,천장·타워 크레인 운전원,084,3
704000,건설 및 채굴기계 운전원,084,3
704001,"굴착기(굴삭기,포클레인) 운전원",084,3
704002,로더 운전원(페이로더 운전원),084,3
704003,레미콘 차량 운전원(콘크리트 믹서 트럭),084,3
704004,"도로정지기, 덤프트럭 등 기타 건설·채굴 기계 운전원",084,3
704005,농림어업 기계 운전원,084,3
085,"기타 건설 기능(광원,채석,철로설치 등)",08,2
705100,광원·채석원 및 석재 절단원,085,3
705101,광원 및 채석원,085,3
705102,"석재 가공원(석재 절단, 연마, 조각원 등)",085,3
705200,철로 설치 및 보수원,085,3
705900,기타 채굴 및 토목 관련 종사원,085,3
705901,점화·발파·화약관리원 및 삭구원,085,3
705902,"잠수 기능원(잠수부, 구난 잠수요원)",085,3
086,건설·채굴 단순 종사자,08,2
706000,건설 및 광업 단순 종사원,086,3
706001,조경시설물 설치원,086,3
706002,건설·채굴 단순 종사원,086,3
09,설치·정비·생산-기계·금속·재료,,1
091,기계장비 설치·정비,09,2
811100,로봇 설치 및 정비원,091,3
811200,공업기계 설치 및 정비원,091,3
811201,공작기계 설치·정비원,091,3
811202,화학기계 설치·정비원,091,3
811203,섬유기계 설치·정비원,091,3
811204,전자제품 제조기계 설치·정비원,091,3
811205,식품기계 설치·정비원,091,3
811206,기타 공업기계 설치·정비원,091,3
811300,승강기 설치 및 정비원,091,3
811301,엘리베이터 설치·정비원,091,3
811302,에스컬레이터 설치·정비원(무빙워크 포함),091,3
811303,"기타 승강기 설치·정비원(휠체어리프트, 자동문 포함)",091,3
811400,물품 이동 장비 설치 및 정비원,091,3
811401,크레인·호이스트 설치·정비원,091,3
811402,지게차 정비원,091,3
811500,냉동‧냉장‧공조기 설치 및 정비원,091,3
811501,산업용 냉동·냉장·공조기 설치·정비원,091,3
811502,건물·가정용 냉동·냉장·공조기 설치·정비원,091,3
811600,보일러 설치 및 정비원,091,3
811601,산업용 보일러 설치·수리원,091,3
811602,건물·가정용 보일러 설치·수리원,091,3
811700,건설·광업기계 설치 및 정비원 ,091,3
811900,농업용·기타 기계장비 설치 및 정비원,091,3
092,운송장비 정비,09,2
812100,항공기 정비원,092,3
812200,선박 정비원,092,3
812300,철도 기관차 및 전동차 정비원,092,3
812400,자동차 정비원,092,3
812401,자동차 엔진·섀시·전기·전자 정비원,092,3
812402,자동차 차체·판금·도장 정비원,092,3
812403,자동차 경정비원,092,3
812404,자동차 튜닝원,092,3
812900,기타 운송장비 정비원,092,3
093,금형 및 공작기계 조작,09,2
813100,금형원,093,3
813101,프레스 금형 제조원,093,3
813102,플라스틱 금형 제조원,093,3
813103,다이캐스팅 금형 제조원,093,3
813104,캐드캠 기능원,093,3
813105,금형제조 보조원,093,3
813200,금속 공작기계 조작원,093,3
813201,CNC 선반 조작원(NC 선반 조작원),093,3
813202,범용 선반 조작원,093,3
813203,CNC 밀링기 조작원(NC 밀링기 조작원),093,3
813204,범용 밀링기조작원,093,3
813205,드릴링기 및 보링기 조작원,093,3
813206,연삭기 및 연마(광택)기 조작원,093,3
813207,프레스기 및 절단기 조작원,093,3
813208,톱기계 조작원,093,3
813209,금속절곡기 조작원(밴딩기 조작원),093,3
813210,머시닝센터(MCT) 조작원,093,3
813211,방전기 및 와이어컷 방전기 조작원,093,3
813212,레이저 절단원,093,3
813213,기타 금속공작기계 조작원 및 보조원,093,3
821200,금속가공 기계 조작원,093,3
094,냉난방 설비·자동 조립라인·산업용 로봇 조작,09,2
814000,냉난방 관련 설비 조작원,094,3
814001,산업용 냉난방 설비 조작원,094,3
814002,건물용 냉난방 설비 조작원,094,3
815000,자동 조립라인 및 산업용로봇 조작원,094,3
815001,자동조립라인 조작원,094,3
815002,산업용 로봇 조작원,094,3
834000,전기 및 전자설비 조작원,094,3
095,기계 및 운송장비 조립,09,2
816100,일반기계 조립원,095,3
816101,공작기계 조립·검사원,095,3
816102,공업기계 조립·검사원(공작기계 제외),095,3
816103,건설·광업·농업 기계 조립·검사원,095,3
816104,공구 조립·검사원,095,3
816105,기타 기계 조립·검사원,095,3
816200,기계 부품 조립원,095,3
817100,자동차 조립원(검사원 포함),095,3
817200,자동차 부품 조립원(검사원 포함),095,3
817300,운송장비 조립원(항공기·선박·철도기관차·전동차 등 검사원 포함),095,3
096,금속관련 기계·설비 조작,09,2
813200,금속 공작기계 조작원,096,3
821100,금속가공 관련 제어 장치 조작원(용광로·용해로·금속가열로),096,3
821200,금속가공 기계 조작원,096,3
821201,압연기 조작원,096,3
821202,금속 열처리로 조작원,096,3
821203,인발·신선·연선·압출기 조작원,096,3
821204,금속가공 검사원,096,3
097,판금·제관·단조·주조,09,2
703101,"건축 배관공(옥내급수관,상하수배관,위생 배관)",097,3
703102,가스 배관공(가스관 설치원),097,3
703200,"공업 배관공(플랜트,항공,선박,철도차량)",097,3
703902,배관 보조원,097,3
822100,판금원(덕트원 포함),097,3
822201,판금기 조작원,097,3
822202,판금기 보조원(견습공),097,3
822301,제관원,097,3
822302,제관 보조원(견습공),097,3
822400,제관기 조작원,097,3
823101,단조원,097,3
823102,단조 보조원(견습공),097,3
823200,단조기 조작원,097,3
823300,주조원,097,3
823301,"주조원(목형원, 원형원, 주형원)",097,3
823302,주조 보조원(견습공),097,3
823400,주조기 조작원(다이캐스팅기 조작원 포함),097,3
098,용접,09,2
703101,"건축 배관공(옥내급수관,상하수배관,위생 배관)",098,3
703102,가스 배관공(가스관 설치원),098,3
703200,"공업 배관공(플랜트,항공,선박,철도차량)",098,3
703902,배관 보조원,098,3
824100,용접원,098,3
824101,가스용접원(산소용접원),098,3
824102,"전기용접원(아크,알곤,티그용접원)",098,3
824103,화염절단원,098,3
824104,조선용접원(조선취부사 포함),098,3
824105,납땜원,098,3
824106,기타 용접원,098,3
824107,용접 사상원 및 보조원,098,3
824200,용접기 조작원,098,3
099,도장·도금,09,2
825100,도장기 조작원,099,3
825101,자동차 도장기 조작원,099,3
825102,금속제품 도장기 조작원,099,3
825103,가구 및 기타 도장기 조작원,099,3
825200,도금 및 금속 분무기 조작원,099,3
09A,비금속제품 생산기계 조작,09,2
826100,유리 제조 및 가공기 조작원,09A,3
826101,유리 생산기계 조작원,09A,3
826102,유리제품 생산기계 조작원,09A,3
826103,렌즈 가공기계 조작원,09A,3
826200,점토제품 생산기 조작원,09A,3
826201,도자기 생산기계 조작원,09A,3
826202,벽돌·타일 생산기계 조작원,09A,3
826300,시멘트 및 광물제품 제조기 조작원,09A,3
826400,광석 및 석제품 가공기 조작원,09A,3
826900,기타 비금속제품 관련 생산기 조작원,09A,3
10,설치·정비·생산-전기·전자·정보통신,,1
101,전기공(전기공사),10,2
831100,산업 전기공(항공기·선박·철도기관차·전동차 전기공),101,3
831200,내선 전기공,101,3
831201,내선 전기공(건물 내 전기공사원),101,3
831202,조명기구 등 전기기기 설치·정비원,101,3
831203,발전기 설치·정비원,101,3
831204,전기·전자 제어장치 설치·정비원,101,3
831300,외선 전기공,101,3
102,"전기·전자 기기 설치·수리(사무용,가전제품,기타)",10,2
832100,사무용 전자기기 설치 및 수리원(컴퓨터 제외),102,3
832200,가전제품 설치 및 수리원,102,3
832201,TV·비디오·오디오 설치 및 수리원,102,3
832202,냉장고·세탁기 설치 및 수리원,102,3
832203,에어컨·공기정화기 설치 및 수리원,102,3
832204,정수기·냉온수기·비데 설치 및 수리원,102,3
832205,그 외 가전제품 설치 및 수리원,102,3
832900,기타 전기‧전자기기 설치 및 수리원,102,3
832901,감시카메라 및 보안장치 설치·수리원,102,3
832902,현금인출기 설치·수리원,102,3
832903,포스시스템 설치·수리원(POS 설치 및 수리원),102,3
832904,의료기기·장비 설치·수리원,102,3
832905,시계·카메라·광학기구 수리원,102,3
832906,영상·음향기기 등 기타 전기·전자 기기 설치·수리원,102,3
841100,컴퓨터 설치 및 수리원(컴퓨터A/S원),102,3
841200,"이동전화기 수리원(핸드폰, 휴대폰)",102,3
841900,기타 정보 통신기기 설치 및 수리원,102,3
103,"발전·배전 장비, 전기·전자 설비 조작(전기관리)",10,2
814001,산업용 냉난방 설비 조작원,103,3
814002,건물용 냉난방 설비 조작원,103,3
833000,발전 및 배전 장치 조작원,103,3
834000,전기 및 전자설비 조작원,103,3
834001,아파트 전기관리원,103,3
834002,빌딩 전기관리원,103,3
834003,공장 전기관리원,103,3
834004,기타 전기·전자 설비 조작원,103,3
104,전기·전자 부품·제품 생산기계 조작,10,2
835100,전기 부품 및 제품 제조 기계 조작원,104,3
835200,일차전지 및 이차전지 제조 기계 조작원,104,3
835201,일차전지 제조 기계 조작원,104,3
835202,이차전지 제조 기계 조작원,104,3
835300,전자 부품 및 제품 제조 기계 조작원,104,3
105,전기·전자 부품·제품 조립,10,2
817200,자동차 부품 조립원(검사원 포함),105,3
836000,전기‧전자 부품 및 제품 조립원,105,3
836001,전기 부품·제품 조립·검사원,105,3
836002,PCB 부품·제품 조립·검사원,105,3
836003,LCD 부품·제품 조립·검사원,105,3
836004,LED 부품·제품 조립·검사원,105,3
836005,통신기기 부품·제품 조립원(핸드폰),105,3
836006,기타 전자 부품·제품 조립·검사원,105,3
106,"정보통신기기 설치·수리(컴퓨터,핸드폰)",10,2
841100,컴퓨터 설치 및 수리원(컴퓨터A/S원),106,3
841200,"이동전화기 수리원(핸드폰, 휴대폰)",106,3
841900,기타 정보 통신기기 설치 및 수리원,106,3
107,방송·통신장비 및 케이블 설치·수리,10,2
842100,방송 관련 장비 설치 및 수리원,107,3
842200,통신 관련 장비 설치 및 수리원,107,3
842300,방송‧통신‧인터넷 케이블 설치 및 수리원,107,3
842301,통신·인터넷 케이블 설치·수리원,107,3
842302,방송 케이블 설치·수리원,107,3
11,설치·정비·생산-화학·환경·섬유·의복·식품가공,,1
111,석유·화학물 가공장치 조작,11,2
851100,석유 및 천연가스 제조 관련 제어 장치 조작원,111,3
851101,석유·천연가스 제조 제어장치 조작원,111,3
851102,폐유·재생유 처리 제어장치 조작원,111,3
851200,화학물 가공 장치 조작원,111,3
851900,기타 석유 및 화학물 가공 장치 조작원,111,3
112,고무·플라스틱 및 화학제품 생산기계 조작,11,2
852100,타이어 및 고무제품 생산기 조작원,112,3
852101,고무 사출성형기 조작원,112,3
852102,고무 압출성형기 조작원,112,3
852103,고무 프레스기 조작원,112,3
852104,타이어 생산기계 조작원,112,3
852200,플라스틱제품 생산기 조작원,112,3
852201,플라스틱 사출성형기 조작원,112,3
852202,플라스틱 압출성형기 조작원,112,3
852300,화학제품 생산기 조작원,112,3
852301,도료·잉크제품 생산기계 조작원,112,3
852302,화장품·비누제품 생산기계 조작원,112,3
852303,의약품 생산기계 조작원,112,3
852304,농약·비료 생산기계 조작원,112,3
852305,기타 화학제품 생산기계 조작원,112,3
852400,고무 및 플라스틱제품 조립원,112,3
852401,고무제품 조립원 및 검사원,112,3
852402,플라스틱제품 조립원 및 검사원,112,3
113,환경 장치 조작(상하수도·재활용처리),11,2
853100,상하수도 처리 장치 조작원,113,3
853101,물펌프·정수 처리장치 조작원,113,3
853102,하수·폐수 처리장치 조작원,113,3
853103,"기타 상·하수도 처리장치 조작원(댐수문, 저수지)",113,3
853200,재활용 처리 및 소각로 조작원,113,3
853201,소각로 조작원,113,3
853202,재활용 처리장치 조작원,113,3
114,섬유 제조 및 가공 기계 조작,11,2
861100,"섬유 제조 기계 조작원(방적,방사,연사,합사,권사기 등)",114,3
861200,직조기 및 편직기 조작원,114,3
861201,제직기(직조기) 조작원,114,3
861202,편직기 조작원,114,3
861203,"기타 직조기·편직기 조작원(정단,정경,연경,통경기 등)",114,3
861204,섬유가공 준비 및 후가공 처리원,114,3
861300,표백 및 염색 관련 기계 조작원,114,3
861301,염색 준비 및 조색기 조작원,114,3
861302,정련·표백기 조작원,114,3
861303,염색기 조작원,114,3
861304,날염기 조작원(나염기),114,3
115,패턴·재단·재봉,11,2
415201,의상 디자이너,115,3
862100,패턴사,115,3
862200,재단사,115,3
862300,재봉사,115,3
862301,재봉사(의류·직물) ,115,3
862302,가죽·모피·신발 재봉사,115,3
862303,기계 자수원,115,3
862900,기타 섬유 및 가죽 관련 기능 종사원(의복·직물 검사 등),115,3
116,의복 제조 및 수선,11,2
863100,한복 제조원,116,3
863200,양장 및 양복 제조원,116,3
863300,모피 및 가죽 의복 제조원,116,3
863400,의복·가죽 및 모피 수선원,116,3
863900,기타 의복 제조 관련 기능 종사원,116,3
117,"제화, 기타 섬유·의복 기계 조작",11,2
864100,제화원,117,3
864200,신발 제조기 조작원,117,3
864300,세탁 기계 조작원,117,3
864900,기타 직물·신발 관련 기계 조작원,117,3
118,제과·제빵 및 떡 제조,11,2
531200,한식 조리사,118,3
871100,제과원 및 제빵사,118,3
871200,떡 제조원,118,3
119,"식품가공 기능원(도축·정육,김치·밑반찬제조 등)",11,2
532301,주방 보조원(일반 음식점),119,3
872100,정육 가공원 및 도축원,119,3
872101,도축원,119,3
872102,정육원,119,3
872200,김치 및 밑반찬 제조 종사원,119,3
872300,도시락 제조원,119,3
872400,식품 및 담배 등급원,119,3
872900,기타 식품 가공 관련 기능 종사원,119,3
11A,식품가공 기계 조작,11,2
873100,육류‧어패류 및 낙농품 가공 기계 조작원,11A,3
873101,육류 가공기계 조작원,11A,3
873102,어패류(수산물) 가공기계 조작원,11A,3
873103,낙농품 가공기계 조작원,11A,3
873200,제분 및 도정 관련 기계 조작원,11A,3
873300,곡물가공 제품 기계 조작원,11A,3
873301,과자·빵·떡·캔디·초콜릿 제조기계 조작원,11A,3
873302,두부 및 유사제품 생산기계 조작원,11A,3
873303,국수 및 면류제품 생산기계 조작원,11A,3
873400,과실 및 채소가공 관련 기계 조작원,11A,3
873500,음료 제조 관련 기계 조작원,11A,3
873900,기타 식품가공 관련 기계 조작원,11A,3
12,설치·정비·생산-인쇄·목재·공예 및 제조 단순,,1
121,인쇄기계·사진현상기 조작,12,2
881100,인쇄 관련 기계 조작원,121,3
881101,인쇄판·인쇄필름 출력원,121,3
881102,오프셋·윤전 인쇄기 조작원,121,3
881103,그라비어 인쇄기 조작원,121,3
881104,스크린 인쇄기 조작원(실크스크린 포함),121,3
881105,디지털 및 기타 인쇄기 조작원,121,3
881106,인쇄 후가공원,121,3
881107,제책·제본기 조작원,121,3
881200,사진 인화 및 현상기 조작원(사진수정 포함),121,3
122,목재·펄프·종이 생산,12,2
882100,목재 가공 관련 기계 조작원,122,3
882101,목재 가공기계 조작원,122,3
882102,합판 제조기계 조작원,122,3
882200,펄프 및 종이 제조 장치 조작원,122,3
882300,종이제품 생산기 조작원,122,3
882900,기타 목재 및 종이 관련 기계 조작원,122,3
123,가구·목제품 제조·수리,12,2
883100,가구 제조 및 수리원,123,3
883101,가구 제조원,123,3
883102,가구 수리원,123,3
883200,가구 조립원,123,3
883300,목제품 제조 관련 종사원,123,3
124,공예 및 귀금속 세공,12,2
884100,공예원,124,3
884200,귀금속 및 보석 세공원,124,3
125,악기·간판 및 기타 제조(드론조작 포함),12,2
885100,악기 제조 및 조율사,125,3
885200,간판 제작 및 설치원,125,3
885300,"기타 기능 관련 종사원(유리기능, 복사, 수제 제본 등)",125,3
885900,기타 기계 조작원,125,3
885901,드론 조작원,125,3
885902,주입·포장·상표부착기 등 기타 기계 조작원,125,3
126,제조 단순 종사자,12,2
816200,기계 부품 조립원,126,3
824107,용접 사상원 및 보조원,126,3
836000,전기‧전자 부품 및 제품 조립원,126,3
852401,고무제품 조립원 및 검사원,126,3
852402,플라스틱제품 조립원 및 검사원,126,3
862200,재단사,126,3
862301,재봉사(의류·직물) ,126,3
