사이트,회사명,공고제목,직무,경력,고용형태,지역,기술스택,마감일,공고URL,외부원본ID,수집시각,학력,급여,지역표기,출처
잡코리아부산,주식회사 지티알코리아,[지티알코리아] 글로벌 온라인 마케터 모집,"무역업, 디지털마케팅",경력무관,정규직,부산,,2026-09-13,https://www.jobkorea.co.kr/Recruit/GI_Read/49590789?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49590789,2026-09-08 14:59:16,학력무관,220만원 이상(월),부산 강서구,jobkorea
잡코리아부산,㈜아이지엔컴퍼니,김해공항 롯데면세점 동원 식품 판매 사원 모집,"매출관리, 고객응대, 면세점, 식품판매, 재고관리, 캐셔",경력무관,정규직,부산,,2026-09-11,https://www.jobkorea.co.kr/Recruit/GI_Read/49569252?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49569252,2026-09-08 14:59:16,학력무관,,부산 강서구,jobkorea
잡코리아부산,페팽과자점,[베이커리 제빵사] 구합니다,"베이커리, 파티쉐, 제과제빵점, 제빵사",경력무관,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49734997?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49734997,2026-09-08 14:59:16,학력무관,,부산 수영구,jobkorea
잡코리아부산,남정문화사,인쇄 편집 디자인 정규직 채용,"편집디자인, IBM디자인, 교재디자인, 교재제작, 인쇄, 북디자인, 제본",경력5년↑,정규직,부산,,2026-10-05,https://www.jobkorea.co.kr/Recruit/GI_Read/49734016?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49734016,2026-09-08 14:59:16,학력무관,270~280만원(월),부산 부산진구,jobkorea
잡코리아부산,동양에스앤피㈜,"[ 건설업 ] 안전관리자, 공사관리,유리시공,철공시공 관리자 모집합니다.","건설, 건설안전",경력,,부산,,2026-10-04,https://www.jobkorea.co.kr/Recruit/GI_Read/49718869?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49718869,2026-09-08 14:59:16,학력무관,,부산 수영구,jobkorea
잡코리아부산,내쇼날시스템㈜,용접기/AS/조립/시운전/레이저로봇 인재 모집중 청년보너스최대580만,"용접, 레이저, 기계, 기술지원, 설치, 유지보수, A·S수리, 금속, 연마, 절곡, 절단, 조립",경력,정규직,부산,,2026-09-18,https://www.jobkorea.co.kr/Recruit/GI_Read/49616649?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49616649,2026-09-08 14:59:16,학력무관,"3,200~3,400만원",부산 강서구,jobkorea
잡코리아부산,수제빵집,부산 명지동) 수제빵집 제빵사 채용,"제과제빵점, 제빵사",경력무관,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49605629?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49605629,2026-09-08 14:59:16,학력무관,220만원 이상(월),부산 강서구,jobkorea
잡코리아부산,㈜에프앤씨글로벌,"롯데면세점 부산서면점 판매사원 채용 (초콜릿, 한과)","재고관리, 매출관리, 판매관리, 면세점, 식품판매, 잡화판매",신입·경력,,부산,,2026-10-06,https://www.jobkorea.co.kr/Recruit/GI_Read/49739923?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49739923,2026-09-08 14:59:16,학력무관,,부산 부산진구,jobkorea
잡코리아부산,나노마케팅,[인센티브有/정규직] 부산 광고대행사 영업 AE 신입 마케터 모집 중앙역,"광고기획, 광고대행, 광고제작, 온라인광고, 홍보대행",경력무관,정규직,부산,,2026-10-04,https://www.jobkorea.co.kr/Recruit/GI_Read/49723371?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49723371,2026-09-08 14:59:16,고졸↑,"2,780만원 이상",부산 중구,jobkorea
잡코리아부산,㈜티디지,(주) 티디지 부산지점 Microsoft 엔지니어 채용.,"솔루션, SI, SM, 네트워크관리, 서버관리, 네트워크관리",신입·경력3년↑,정규직,부산,,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49715623?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49715623,2026-09-08 14:59:16,학력무관,,부산 해운대구 외,jobkorea
잡코리아부산,㈜투그램시스템즈,시니어 소프트웨어 엔지니어,"BigData, SM, 시스템분석, SI, SI개발, 시스템설계, 소프트웨어개발",경력5년↑,정규직,부산,,2026-09-20,https://www.jobkorea.co.kr/Recruit/GI_Read/49629552?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49629552,2026-09-08 14:59:16,대졸↑,,부산 해운대구,jobkorea
잡코리아부산,㈜더블미디어,서비스기획 팀원,"인터넷방송, 서비스기획",경력5년↑,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49626170?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49626170,2026-09-08 14:59:16,학력무관,,부산 해운대구,jobkorea
잡코리아부산,㈜벰로보틱스,[부산/천안/아산] 국내영업 담당자 (경력자 우대),"솔루션, 영업기획, 영업전략, 소프트웨어개발",경력1년↑,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49615764?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49615764,2026-09-08 14:59:16,학력무관,,부산 강서구,jobkorea
잡코리아부산,㈜캐디언스시스템,소프트웨어 영업직원 정규직 모집 [부산지사],"솔루션영업, 기술영업, 시스템영업, 소프트웨어개발, 국내영업",신입·경력3년↑,정규직,부산,,2026-09-18,https://www.jobkorea.co.kr/Recruit/GI_Read/49611653?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49611653,2026-09-08 14:59:16,초대졸↑,,부산 강서구,jobkorea
잡코리아부산,아진테크㈜,[정규직] 구매부 정규직 직원 모집 공고,"상품입출고, 전기제어, 재고관리, 전기회로",신입·경력,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49606305?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49606305,2026-09-08 14:59:16,학력무관,,부산 강서구,jobkorea
잡코리아부산,부산건축자재합판목재도매,BBWW 마감 팀원 모집,목수,경력무관,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49603183?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49603183,2026-09-08 14:59:16,학력무관,"3,600만원 이상",부산 강서구,jobkorea
잡코리아부산,시그널스튜디오 부산해운대점,가족사진 리터칭 디자이너 채용,스튜디오,경력무관,정규직,부산,,2026-09-16,https://www.jobkorea.co.kr/Recruit/GI_Read/49602886?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49602886,2026-09-08 14:59:16,학력무관,,부산 해운대구,jobkorea
잡코리아부산,바른성모안과의원,바른성모안과 의료 인력(직원) 모집,"안과, 수술실보조, 진료보조",경력무관,정규직,부산,,2026-09-14,https://www.jobkorea.co.kr/Recruit/GI_Read/49600979?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49600979,2026-09-08 14:59:16,학력무관,,부산 서구,jobkorea
잡코리아부산,㈜코리아요리아카데미부산점,코리아요리아카데미 (부산점) 조리학과 강사 정규직  채용,"중식, 기능학원, 양식, 메뉴개발, 입시학원, 사회교육, 일식, 한식",경력무관,정규직,부산,,2026-09-12,https://www.jobkorea.co.kr/Recruit/GI_Read/49582794?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49582794,2026-09-08 14:59:16,학력무관,,부산 부산진구,jobkorea
잡코리아부산,㈜피에프에이,(주)피에프에이 기술영업 모집공고,"자동제어, 전기제어, HMI, PLC, 국내영업, 기술영업, 기술지원, 솔루션영업, 거래선개발관리, 거래처관리",경력무관,계약직,부산,,2026-09-12,https://www.jobkorea.co.kr/Recruit/GI_Read/49582369?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49582369,2026-09-08 14:59:16,학력무관,,부산 사상구,jobkorea
잡코리아부산,효성직업전문학교,[직업학교] 훈련과정 운영 강화 및 확대를 위한 훈련강사 모집(제과/제빵),"기능학원, 교사, 학원강사, 보습학원, 자격증·기술, 사회교육, 직업훈련",신입·경력1년↑,,부산,,,https://www.jobkorea.co.kr/Recruit/GI_Read/49554881?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49554881,2026-09-08 14:59:16,고졸↑,,부산 해운대구,jobkorea
잡코리아부산,어반플랜,"[신입가능] 2026 하반기 부서별 신입, 경력 채용","광고대행, 기업홍보",경력무관,,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49554528?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49554528,2026-09-08 14:59:16,학력무관,400만원 이상(월),부산 연제구,jobkorea
잡코리아부산,쿠팡로지스틱스서비스(유),[연최대5020만] 물류 알바관리자 채용(헬퍼리더),"물류, 물류관리, 물류센터, 배송, 입출고관리, 물류센터, 재고관리, 창고관리, 상품입출고, 외주관리",경력무관,계약직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49388855?rPageCode=SL&logpath=21&sn=6&sc=612,jobkorea:49388855,2026-09-08 14:59:16,학력무관,,부산 강서구,jobkorea
잡코리아부산,위킵㈜,[주5일/부산 강서구] 스마트물류 운영팀 대규모 채용,"물류, 물류관리, 물류센터, 보관, 입출고관리, 물류센터, 재고관리, 창고관리",경력무관,,부산,,2026-10-06,https://www.jobkorea.co.kr/Recruit/GI_Read/49740739?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49740739,2026-09-08 14:59:16,학력무관,,부산 강서구,jobkorea
잡코리아부산,닥터피앤케이케어㈜,[경력무관] 웹 디자인 보조 및 콘텐츠 운영 담당 (상시채용),"상품기획, 소셜커머스, 쇼핑몰, SNS마케팅, 디지털디자인, GUI, 모바일디자인, UI·UX기획",경력무관,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49711964?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49711964,2026-09-08 14:59:16,학력무관,,부산 기장군,jobkorea
잡코리아부산,아이엠지네트웍스,LG / SK / KT  인터넷가입상담,"콜센터, 전화상담, 해피콜, 텔레마케팅, 해지방어, 전화상담",경력무관,,부산,,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49703380?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49703380,2026-09-08 14:59:16,학력무관,240~800만원(월),부산 부산진구,jobkorea
잡코리아부산,㈜디쉐어,에이닷영어 학원 부산 해운대 지점 영어 강사 채용,"입시학원, 학원강사, 교육상담, 입시학원, 입시학원, 영어학원, 영어, 학생관리",경력무관,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49646151?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49646151,2026-09-08 14:59:16,초대졸↑,220~500만원(월),부산 해운대구,jobkorea
잡코리아부산,진성정밀,cnc선반 초보&기술자 모집,"CNC, 기계조작",신입·경력3년↑,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49642814?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49642814,2026-09-08 14:59:16,학력무관,"3,600~3,800만원",부산 강서구,jobkorea
잡코리아부산,㈜더블미디어,CS 담당자 (부산),"게시판관리, 민원상담, 단순안내, 고객지원, 인터넷방송, 온라인상담",경력무관,정규직,부산,,2026-09-21,https://www.jobkorea.co.kr/Recruit/GI_Read/49638970?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49638970,2026-09-08 14:59:16,학력무관,,부산 해운대구,jobkorea
잡코리아부산,㈜이룸에프앤씨,식자재 물류센터 창고관리 담당자 모십니다.,"창고관리, 식품가공",경력무관,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49604113?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49604113,2026-09-08 14:59:16,학력무관,,부산 기장군,jobkorea
잡코리아부산,나비온㈜,하드웨어 개발자 채용,"회로설계, 임베디드, 하드웨어, 펌웨어, 컴퓨터",경력무관,정규직,부산,,2026-09-12,https://www.jobkorea.co.kr/Recruit/GI_Read/49579119?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49579119,2026-09-08 14:59:16,학력무관,,부산 수영구,jobkorea
잡코리아부산,동양에스앤피㈜,"건설업 경리, 회계 담당자 모집합니다.","ERP운용, 계산서발행, 건설, 부가세신고, 전표입력, 결산",경력5년↑,계약직,부산,,2026-09-11,https://www.jobkorea.co.kr/Recruit/GI_Read/49571988?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49571988,2026-09-08 14:59:16,고졸↑,,부산 수영구,jobkorea
잡코리아부산,파라다이스부산카지노지점,(주)파라다이스부산카지노지점 2026년 경력 딜러 모집,"카지노, 카지노",경력,계약직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49555860?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49555860,2026-09-08 14:59:16,학력무관,,부산 해운대구,jobkorea
잡코리아부산,쿠팡로지스틱스서비스(유),[연최대5020만] 물류 알바관리자 채용(헬퍼리더),"물류, 물류관리, 물류센터, 배송, 입출고관리, 물류센터, 재고관리, 창고관리, 상품입출고, 외주관리",경력무관,계약직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49488203?rPageCode=SL&logpath=21&sn=6&sc=612,jobkorea:49488203,2026-09-08 14:59:16,학력무관,,부산 부산진구,jobkorea
잡코리아부산,㈜바이트사이즈,Machine Vision 및 인공지능 관련 연구 개발 모집(경력),정보통신·IT,경력5년↑,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49737698?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49737698,2026-09-08 14:59:16,대졸↑,,부산 부산진구,jobkorea
잡코리아부산,㈜산타,"[산타] AI 활용 백엔드 개발자 (부산, 시니어급)","모바일앱개발, 소프트웨어개발, 솔루션",경력7년↑,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49726985?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49726985,2026-09-08 14:59:16,대졸↑,,부산 해운대구,jobkorea
잡코리아부산,㈜마케팅랩소디,매년 N배씩 성장하는 마케팅 회사의 경력직 검색마케터 모집,,경력무관,,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49700528?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49700528,2026-09-08 14:59:16,학력무관,,부산 부산진구,jobkorea
잡코리아부산,컬쳐블록더함㈜,문화 콘텐츠 · 문화 학술 연구 분야 담당자 채용,"연구소, 콘텐츠기획, 출판기획",경력무관,정규직,부산,,2026-09-26,https://www.jobkorea.co.kr/Recruit/GI_Read/49670964?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49670964,2026-09-08 14:59:16,대졸↑,,부산 중구,jobkorea
잡코리아부산,㈜포토,[연3500이상] 코스모스 부산 한식 레스토랑 주방 조리 직원 모집,"뷔페, 음식료, 한식당, 패밀리레스토랑, 한식",경력무관,정규직,부산,,2026-09-24,https://www.jobkorea.co.kr/Recruit/GI_Read/49653559?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49653559,2026-09-08 14:59:16,학력무관,"3,500만원 이상",부산 남구,jobkorea
잡코리아부산,엠제이컴퍼니,"[부산]상반기 병원 마케팅, B2B 기업제휴영업팀, 광고기획 신입","광고대행, 경영기획, 사업기획, 브랜드기획, 신사업기획, 시장분석, 시장조사, 브랜드기획, 전략기획, 콘텐츠기획, 기업홍보, 오프라인마케팅",경력무관,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49652991?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49652991,2026-09-08 14:59:16,학력무관,"2,800만원 이상",부산 부산진구,jobkorea
잡코리아부산,㈜유즈디자인,유즈디자인(부산점) 공간디자이너 모집중,"인테리어, 인테리어디자인",경력1년↑,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49630117?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49630117,2026-09-08 14:59:16,학력무관,,부산 해운대구,jobkorea
잡코리아부산,"㈜지비넷(GB Net Co.,Ltd)",LG유플러스 소호 매니저 (부산) 모집,"네트웍구축, 설치, 정보통신, 통신, 인터넷전화, 유지보수",신입·경력,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49612269?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49612269,2026-09-08 14:59:16,고졸↑,"4,000~4,500만원",부산 금정구,jobkorea
잡코리아부산,㈜에스에이치컴퍼니,식자재 물류센터 창고관리 및 배송직원 모십니다.,"물류센터, 프랜차이즈",경력무관,정규직,부산,,2026-09-12,https://www.jobkorea.co.kr/Recruit/GI_Read/49583423?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49583423,2026-09-08 14:59:16,학력무관,,부산 기장군,jobkorea
잡코리아부산,㈜금샘홀딩스,팝업스토어 기획/ 행사기획자 모십니다.,"전시디자인, 전시디자인, 무대디자인, 전시기획, 행사기획",경력2년↑,정규직,부산,,,https://www.jobkorea.co.kr/Recruit/GI_Read/49558906?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49558906,2026-09-08 14:59:16,학력무관,"3,000~3,500만원",부산 수영구,jobkorea
잡코리아부산,와이즈피플코리아(WISEPEOPLE KOREA),외근직 사원 모집합니다,"고객관리, 아웃소싱",경력무관,계약직,"서울, 부산",,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49724885?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49724885,2026-09-08 14:59:16,학력무관,300~400만원(월),부산 전지역 외,jobkorea
잡코리아부산,포가드(FOGAD),포가드FOGAD 쇼핑몰 유튜브 채널 PD 구인,"영상제작, 쇼핑몰",경력무관,계약직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49679906?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49679906,2026-09-08 14:59:16,학력무관,220~250만원(월),부산 남구,jobkorea
잡코리아부산,김병열세무회계사무소,세무회계사무소 업무담당자 모집,전산회계,경력1년↑,정규직,부산,,2026-09-26,https://www.jobkorea.co.kr/Recruit/GI_Read/49668546?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49668546,2026-09-08 14:59:16,학력무관,"2,800~3,000만원",부산 동구,jobkorea
잡코리아부산,이로운디자인,디자인 경력 직원을 모집합니다.,"시각디자인, Sign디자인",경력3년↑,정규직,부산,,2026-09-25,https://www.jobkorea.co.kr/Recruit/GI_Read/49656482?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49656482,2026-09-08 14:59:16,초대졸↑,"4,000만원 이상",부산 강서구,jobkorea
잡코리아부산,㈜더블미디어,"심의 B,C파트 담당자","사이트관리, 인터넷방송",경력무관,정규직,부산,,2026-09-19,https://www.jobkorea.co.kr/Recruit/GI_Read/49618282?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49618282,2026-09-08 14:59:16,학력무관,,부산 해운대구,jobkorea
잡코리아부산,르도헤,"미쉐린 1스타  `르도헤 Le DORER` B.o.H(주방) 신입, 경력직 채용","한식당, 메뉴개발, 양식, 일식, 양식, 일식, 양식당, 한식, 한식",경력무관,정규직,부산,,,https://www.jobkorea.co.kr/Recruit/GI_Read/49744944?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49744944,2026-09-08 14:59:16,학력무관,"2,589~3,600만원",부산 해운대구,jobkorea
잡코리아부산,㈜환공어묵베이커리,[KTX부산역] 자재팀 직원 채용 - 오전 정직원 구인,"프랜차이즈, 한식당, 패스트푸드, 재고관리, 창고관리",경력무관,정규직,부산,,,https://www.jobkorea.co.kr/Recruit/GI_Read/49744293?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49744293,2026-09-08 14:59:16,학력무관,221만원 이상(월),부산 동구,jobkorea
잡코리아부산,㈜문화상사,2026 퍼포먼스·브랜드 마케팅 총괄 채용,"SNS마케팅, 브랜딩, 카페·블로그관리, 광고기획, PPL, 키워드광고, 광고기획, 브랜딩, 이벤트기획, 시장분석, 브랜드기획",경력5년↑,정규직,부산,,2026-10-05,https://www.jobkorea.co.kr/Recruit/GI_Read/49731260?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49731260,2026-09-08 14:59:16,대졸↑,,부산 동래구,jobkorea
잡코리아부산,아르코 스튜디오(ARCO),[아르코 스튜디오] 인테리어 디자인 및 설계팀 채용,"가구디자인, 인테리어디자인",신입·경력,정규직,부산,,2026-10-01,https://www.jobkorea.co.kr/Recruit/GI_Read/49726531?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49726531,2026-09-08 14:59:16,고졸↑,,부산 동래구,jobkorea
잡코리아부산,신라공업,하반기 각 부문별 사원모집,"창고관리, 조립, 생산관리, 품질보증, ISO, 물류센터, 절단, 금속, 납품, 납품, 상품입출고, 재고관리, MCT, 기계조작, HACCP, 기계관리, 기계조작, 오퍼레이터",신입·경력,정규직,부산,,2026-10-04,https://www.jobkorea.co.kr/Recruit/GI_Read/49722968?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49722968,2026-09-08 14:59:16,학력무관,,부산 사상구 외,jobkorea
잡코리아부산,반값인테리어카페㈜,주거 인테리어 현장팀원 모집,"리모델링, 인테리어, 시공관리",경력무관,정규직,부산,,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49708520?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49708520,2026-09-08 14:59:16,초대졸↑,"3,000~4,000만원",부산 금정구,jobkorea
잡코리아부산,프라이덴,2026 부서별 추가구인,"광고기획, 기업홍보",경력무관,,부산,,2026-10-01,https://www.jobkorea.co.kr/Recruit/GI_Read/49697527?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49697527,2026-09-08 14:59:16,학력무관,400만원 이상(월),부산 연제구,jobkorea
잡코리아부산,㈜무성건설,[상시모집] 건설현장 인력 모집(기초안전보건교육이수必),"건축기사, 건축시공, 공무, 건축, 건축시공, 상하수도",경력무관,정규직,부산,,2026-09-27,https://www.jobkorea.co.kr/Recruit/GI_Read/49672823?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49672823,2026-09-08 14:59:16,학력무관,,부산 금정구 외,jobkorea
잡코리아부산,아이비즈수학전문교육센터,아이비즈 수학학원에서 데스크 선생님을 모십니다,"입시학원, 교사, 학원강사",경력무관,,부산,,2026-09-26,https://www.jobkorea.co.kr/Recruit/GI_Read/49668237?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49668237,2026-09-08 14:59:16,학력무관,,부산 남구,jobkorea
잡코리아부산,㈜에스에이치컴퍼니,SH컴퍼니 구매팀 채용합니다.,"구매계약, 프랜차이즈, 자재구매, 외자구매",경력무관,정규직,부산,,2026-09-23,https://www.jobkorea.co.kr/Recruit/GI_Read/49651269?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49651269,2026-09-08 14:59:16,학력무관,"3,500만원 이상",부산 기장군,jobkorea
잡코리아부산,코리아레저산업개발,사천 글램핑장 프론트 및 관리자 모집,"펜션, 호텔, 모텔, 캠핑장, 글램핑장 프론트 및 관리자, 컨시어지, 콘도, 펜션, 프론트, 호텔, 컨시어지, 프런트, 고객응대, 캐셔, 판매관리, 고객안내, 고객응대, 고객안내",경력무관,정규직,"부산, 경남",,2026-09-16,https://www.jobkorea.co.kr/Recruit/GI_Read/49604093?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49604093,2026-09-08 14:59:16,고졸↑,280만원 이상(월),부산 전지역 외,jobkorea
잡코리아부산,카소코리아,"화장품 스마트스토어 관리, 인스타 공동구매 관리,경리 구합니다","화장품, ERP운용, 급여관리, 계산서발행, SNS마케팅, 카페·블로그관리, 키워드광고, 프로모션, 부가세신고, SNS마케팅, 4대보험, 매체관리, 바이럴마케팅, 디지털마케팅, 배너광고",경력무관,,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49562079?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49562079,2026-09-08 14:59:16,학력무관,,부산 남구,jobkorea
잡코리아부산,㈜케지티,건축용 판유리 국내 영업직 채용용 공고 모집,"무역업, 국내영업",경력,정규직,부산,,,https://www.jobkorea.co.kr/Recruit/GI_Read/49555972?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49555972,2026-09-08 14:59:16,대졸↑,,부산 수영구,jobkorea
잡코리아부산,㈜골드나라,골드나라 해운대점)  매장관리 및 사무보조,"판매, 고객응대, 매출관리, 재고관리, 진열관리, 판매관리",경력무관,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49729481?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49729481,2026-09-08 14:59:16,대졸↑,250만원 이상(월),부산 해운대구,jobkorea
잡코리아부산,니즈마루철거&마미클린,마루철거 배우실분 모집합니다,"마루철거, 실내건축, 보수·철거",신입·경력,,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49674971?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49674971,2026-09-08 14:59:16,학력무관,"3,000~3,500만원",부산 금정구 외,jobkorea
잡코리아부산,㈜와이에이치비전,대기업 內 1차 협력사-YH비전 (사세 확장)  변압기 생산직 채용,"기계조립, 조립",경력무관,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49649214?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49649214,2026-09-08 14:59:16,학력무관,,부산 강서구,jobkorea
잡코리아부산,주식회사 지니바이오,건강식품 제조사 생산직원 모집,건강식품,경력무관,계약직,부산,,2026-09-21,https://www.jobkorea.co.kr/Recruit/GI_Read/49640179?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49640179,2026-09-08 14:59:16,학력무관,216~230만원(월),부산 강서구,jobkorea
잡코리아부산,㈜레이랩,[부산] UI/UX 디자이너 채용,"2D디자인, 3D디자인, 게임디자인, 모션그래픽, 애니메이션, 2D디자인, 모션그래픽, 애니메이션, CG, 영상제작, GUI, 모바일디자인, UI·UX기획, GUI, 모바일디자인, UI·UX기획",신입·경력1년↑,,부산,,2026-09-21,https://www.jobkorea.co.kr/Recruit/GI_Read/49634693?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49634693,2026-09-08 14:59:17,학력무관,,부산 금정구,jobkorea
잡코리아부산,한샘리하우스 부산중앙대리점,한샘 부산중앙 유튜브 미디어마케팅 편집/촬영/기획(PD) 모집,"영상제작, 실내건축, 영상제작, 인테리어, 바이럴마케팅, 유튜브, 미디어",경력무관,,부산,,2026-09-20,https://www.jobkorea.co.kr/Recruit/GI_Read/49631289?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49631289,2026-09-08 14:59:17,학력무관,"2,600~3,000만원",부산 금정구,jobkorea
잡코리아부산,㈜시윰,병원인테리어 디자이너 채용 (신입 . 경력),인테리어디자인,신입,계약직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49617999?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49617999,2026-09-08 14:59:17,학력무관,,부산 해운대구,jobkorea
잡코리아부산,성원메디칼,성원메디칼 납품 관리 담당 영업직원 정규직 채용,"의료기기영업, 의료기기",신입,정규직,부산,,2026-10-06,https://www.jobkorea.co.kr/Recruit/GI_Read/49740498?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49740498,2026-09-08 14:59:17,학력무관,"3,000만원 이상",부산 부산진구,jobkorea
