사이트,회사명,공고제목,직무,경력,고용형태,지역,기술스택,마감일,공고URL,외부원본ID,수집시각,학력,급여,지역표기,출처
잡코리아부산,㈜제스텍,(주)제스텍 부산본사 매장관리(사무) 담당 채용-계약직(육아휴직 대체근무),,경력무관,계약직,부산,,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49705719?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49705719,2026-09-08 14:59:17,학력무관,"2,900만원 이상",부산 강서구,jobkorea
잡코리아부산,케이피티,[부산] 재무·회계 담당자 채용 / 경력직,"항공운송, 입출고관리, 재무회계, 배송, 해상운송, 물류",경력5년↑,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49674436?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49674436,2026-09-08 14:59:17,대졸↑,"4,500~6,000만원",부산 해운대구,jobkorea
잡코리아부산,㈜블루몬케어,"[BLUEMON]쿠쿠스토어 해운대직영점 출장 AS기사 채용 ( 신입 , 경력 )","A·S수리, A·S센터",경력무관,정규직,부산,,2026-09-22,https://www.jobkorea.co.kr/Recruit/GI_Read/49649050?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49649050,2026-09-08 14:59:17,학력무관,250~380만원(월),부산 해운대구,jobkorea
잡코리아부산,올어바웃로컬,[해운대/센텀] 맛집을 잘 아는 SNS 콘텐츠 디자이너 팀원 모집,"광고대행, 온라인광고, 광고기획",경력무관,,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49629525?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49629525,2026-09-08 14:59:17,학력무관,,부산 해운대구,jobkorea
잡코리아부산,사조씨푸드㈜물류센타,2026년 냉동 참치 제조 및 가공 사원 모집 공고,"조립, 생산관리",경력무관,정규직,부산,,2026-09-20,https://www.jobkorea.co.kr/Recruit/GI_Read/49626508?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49626508,2026-09-08 14:59:17,학력무관,"3,000~3,700만원",부산 서구,jobkorea
잡코리아부산,㈜글로브임펙트,행사 및 홍보 기획 채용,"행사기획, 이벤트대행, 광고기획, 온라인광고, 컨벤션, 광고기획, 광고디자인",경력1년↑,정규직,부산,,2026-09-12,https://www.jobkorea.co.kr/Recruit/GI_Read/49583213?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49583213,2026-09-08 14:59:17,학력무관,,부산 부산진구,jobkorea
잡코리아부산,㈜원솔루션,항해통신장비 기술영업 및 구매 사무보조,"기술영업, 영어, 상사, 무역업",경력무관,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49576970?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49576970,2026-09-08 14:59:17,학력무관,"3,000만원 이상",부산 동구,jobkorea
잡코리아부산,㈜아정네트웍스,[아정당] CS 일반 문의 담당 (부산/주5일),접수·예약,경력무관,정규직,부산,,2026-09-12,https://www.jobkorea.co.kr/Recruit/GI_Read/49575285?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49575285,2026-09-08 14:59:17,고졸↑,225만원 이상(월),부산 부산진구,jobkorea
잡코리아부산,비밀베이커리 경성대부경대점,비밀베이커리 경성대부경대점 제빵사 모집합니다,"제과제빵점, 베이커리, 제빵사",경력무관,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49574675?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49574675,2026-09-08 14:59:17,학력무관,230~250만원(월),부산 남구,jobkorea
잡코리아부산,아유디스터디,[여성의류/쇼핑몰] 나이니 md채용 (상품기획),,경력무관,정규직,부산,,2026-09-11,https://www.jobkorea.co.kr/Recruit/GI_Read/49568255?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49568255,2026-09-08 14:59:17,학력무관,,부산 부산진구,jobkorea
잡코리아부산,쿠팡로지스틱스서비스(유),[연최대 3500만] 제주 쿠팡CLS 현장사무직(인사/행정/급여 담당자)채용,"물류, 물류관리, 물류센터, 배송, 입출고관리, 인사교육, 인사행정",경력무관,계약직,"경기, 인천, 충남, 대구, 경북, 부산, 경남, 제주",,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49288465?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49288465,2026-09-08 14:59:17,학력무관,,부산 북구 외,jobkorea
잡코리아부산,마리엣몰,"바이올린,플룻,미술,미술치료 온라인 레슨 선생님 모집","교사, 자격증·기술, 예체능",경력무관,,"서울, 경기, 인천, 대구, 경북, 부산, 울산, 경남, 전국",,2026-09-27,https://www.jobkorea.co.kr/Recruit/GI_Read/49679042?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49679042,2026-09-08 14:59:17,대졸↑,,부산,jobkorea
잡코리아부산,㈜케이엠제이컴퍼니(사우스반데코호텔),사우스반데코호텔  프론트데스크 채용,"관광, 프론트, 호텔, 호텔리어, 경영기획, 문서작성, 문서관리, 문서작성, 전산입력, 사이트관리, 문서관리, 비품관리, 자산관리, 복리후생, 행정",경력무관,정규직,부산,,2026-09-27,https://www.jobkorea.co.kr/Recruit/GI_Read/49676612?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49676612,2026-09-08 14:59:17,고졸↑,270만원 이상(월),부산 부산진구 외,jobkorea
잡코리아부산,인터락코리아㈜,"[기술영업팀] 정규직 신입, 경력직 채용","무역업, 기술영업",신입·경력,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49638565?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49638565,2026-09-08 14:59:17,초대졸↑,"3,400만원 이상",부산 해운대구,jobkorea
잡코리아부산,㈜제이앤케이컴퍼니,팔레드시즈 호텔 & 레지던스 통합 예약실 채용,,신입·경력,계약직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49634918?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49634918,2026-09-08 14:59:17,학력무관,,부산 해운대구,jobkorea
잡코리아부산,㈜바이트사이즈,Robotics Technical Lead,시스템설계,경력10년↑,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49595965?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49595965,2026-09-08 14:59:17,대졸↑,,부산 부산진구,jobkorea
잡코리아부산,뉼리,주방 정직원 채용 -광안리 스테이크 하우스 뉼리,"양식, 와인바, 양식당",경력무관,정규직,부산,,2026-09-13,https://www.jobkorea.co.kr/Recruit/GI_Read/49590415?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49590415,2026-09-08 14:59:17,학력무관,320만원 이상(월),부산 수영구,jobkorea
잡코리아부산,가나마린,선박팀 직원모집,"선박팀 사무원, 선박, 해상무역",경력5년↑,정규직,부산,,2026-09-26,https://www.jobkorea.co.kr/Recruit/GI_Read/49669534?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49669534,2026-09-08 14:59:17,대졸↑,"3,300~4,500만원",부산 동구,jobkorea
잡코리아부산,헤세드엠디(MD),헤세드엠디 의료기기 영업직원 채용,"의료기기영업, 의료기기",신입,정규직,부산,,2026-09-18,https://www.jobkorea.co.kr/Recruit/GI_Read/49616271?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49616271,2026-09-08 14:59:17,학력무관,,부산 동래구,jobkorea
잡코리아부산,㈜호텔케니기장,호텔 케니 기장 객실팀 프런트 채용,"프론트, 호텔, 호텔리어, 프런트",경력무관,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49709192?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49709192,2026-09-08 14:59:17,학력무관,"2,800~4,000만원",부산 기장군,jobkorea
잡코리아부산,씨오션전자㈜,상선 항해장비 및 통신장비 유지/보수 엔지니어,"선박, 광통신, 무선통신, 전자통신, 정보통신",경력무관,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49566020?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49566020,2026-09-08 14:59:17,학력무관,"3,000~5,000만원",부산 남구,jobkorea
잡코리아부산,㈜아워홈,김해공항 에어부산라운지 채용공고,"카운터, 구내식당, 단체급식, 서빙",경력무관,계약직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49471831?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49471831,2026-09-08 14:59:17,학력무관,,부산 강서구,jobkorea
잡코리아부산,㈜지피에이치코리아,제약 병원 영업/의원 영업(경력:부산경남/대구경북),"제약영업, 바이오, 제약, 의료기기, 의약",경력3년↑,,부산,,2026-09-19,https://www.jobkorea.co.kr/Recruit/GI_Read/49622506?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49622506,2026-09-08 14:59:17,대졸↑,,부산 동구,jobkorea
잡코리아부산,㈜뉴부싼카,백앤드 개발자를 모집합니다.,상사,경력5년↑,,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49726829?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49726829,2026-09-08 14:59:17,학력무관,"4,800~6,000만원",부산 사상구 외,jobkorea
잡코리아부산,유한책임회사 베러아일랜드,커머스 운영 및 인플루언서 마케팅 매니저,"제휴마케팅, 쇼핑몰, SNS마케팅",신입·경력2년↑,정규직,부산,,2026-09-20,https://www.jobkorea.co.kr/Recruit/GI_Read/49628593?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49628593,2026-09-08 14:59:17,학력무관,"3,000만원 이상",부산 남구,jobkorea
잡코리아부산,㈜벰로보틱스,[부산] 물류로봇 개발자 채용,"솔루션, 소프트웨어개발",경력무관,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49615436?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49615436,2026-09-08 14:59:17,고졸↑,,부산 강서구,jobkorea
잡코리아부산,주식회사 마키노차야,[마키노차야 해운대엘시티점] 뷔페  홀/인포/조리/단기 채용,"메뉴개발, 중식, 한식당, 고객안내, 메뉴개발, 뷔페, 중식, 중식, 일식, 양식, 일식, 일식당, 양식, 고객안내, 한식, 양식, 프런트, 카운터, 고객응대, 메뉴개발, 컨시어지, 베이커리, 베이커리, 판매관리, 단체급식, 식품판매, 일식, 패밀리레스토랑, 고객응대, 양식당, 한식, 고객응대, 판매영업, 한식, 고객안내, 서빙",신입·경력,,"부산, 울산",,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49701502?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49701502,2026-09-08 14:59:17,학력무관,,부산 해운대구 외,jobkorea
잡코리아부산,㈜건아투어,국제 전세버스 투어기사님 모집합니다,관광버스,경력무관,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49639457?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49639457,2026-09-08 14:59:17,학력무관,230만원 이상(월),부산 사상구,jobkorea
잡코리아부산,㈜더블미디어,클라우드 엔지니어 (부산),인터넷방송,신입·경력5년↑,정규직,부산,,2026-09-19,https://www.jobkorea.co.kr/Recruit/GI_Read/49626159?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49626159,2026-09-08 14:59:17,학력무관,,부산 해운대구,jobkorea
잡코리아부산,㈜웨이브홀딩스,[부산] 애견미용학원 상담/홍보직 특채 (애견인 환영),"예체능학원, 교육상담, SNS마케팅",경력1년↑,정규직,부산,,2026-09-13,https://www.jobkorea.co.kr/Recruit/GI_Read/49585265?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49585265,2026-09-08 14:59:17,학력무관,300만원 이상(월),부산 연제구 외,jobkorea
잡코리아부산,㈜금샘홀딩스,에어비앤비숙박업및 F&B 분야 마케팅 전문가 모십니다.,브랜드기획,경력2년↑,정규직,부산,,,https://www.jobkorea.co.kr/Recruit/GI_Read/49559194?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49559194,2026-09-08 14:59:17,학력무관,"3,000~3,500만원",부산 수영구,jobkorea
잡코리아부산,㈜피크엔터테인먼트,(주)PEAK 엔터테인먼트에서 함께 성장해 나갈 마케팅 담당자를 찾고있어요.,,신입·경력,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49717343?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49717343,2026-09-08 14:59:17,대졸↑,"2,800만원 이상",부산 부산진구,jobkorea
잡코리아부산,신원알아이피,신원알아이피 영락공원 화장장 납골 안치,"사무보조, 봉안함 각인업무/사무보조, 상조서비스, 장례서비스",경력무관,,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49706591?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49706591,2026-09-08 14:59:17,학력무관,,부산 금정구,jobkorea
잡코리아부산,㈜제이앤케이컴퍼니,팔레드시즈 호텔 & 레지던스 통합 프론트 채용,,신입·경력,계약직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49566574?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49566574,2026-09-08 14:59:17,학력무관,,부산 해운대구,jobkorea
잡코리아부산,더퍼스트오션광안,광안리 레지던스호텔에서 함께하실 한 분 찾습니다,"하우스키핑, 컨시어지, 프런트",경력무관,정규직,부산,,2026-10-05,https://www.jobkorea.co.kr/Recruit/GI_Read/49731065?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49731065,2026-09-08 14:59:17,학력무관,"2,600~3,000만원",부산 수영구,jobkorea
잡코리아부산,㈜엘씨씨커넥트,생성형 AI 서비스 연구개발 연구원(Al/ML) 채용,"광고제작, 온라인광고, 이벤트, 모델링, 딥러닝, 자연어처리(NLP), 인공지능, 챗봇",경력2년↑,정규직,부산,,2026-09-18,https://www.jobkorea.co.kr/Recruit/GI_Read/49615579?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49615579,2026-09-08 14:59:17,대졸↑,,부산 해운대구,jobkorea
잡코리아부산,어반플랜,즐거운 분위기 근무 가능,"광고대행, 기업홍보",경력무관,,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49585976?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49585976,2026-09-08 14:59:17,학력무관,400만원 이상(월),부산 연제구,jobkorea
잡코리아부산,뉴로동물의료센터24시,뉴로동물의료센터24시 원무팀 코디네이터 추가구인,,경력무관,정규직,부산,,,https://www.jobkorea.co.kr/Recruit/GI_Read/49744568?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49744568,2026-09-08 14:59:17,고졸↑,"2,600~3,600만원",부산 연제구,jobkorea
잡코리아부산,온다푸드시스템,[온다푸드시스템] 영업관리 담당자 채용,"거래처관리, 식품가공",신입·경력1년↑,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49736916?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49736916,2026-09-08 14:59:17,학력무관,"3,000~3,500만원",부산 부산진구,jobkorea
잡코리아부산,유림하우징랜드,1톤 목재상 기사 모집,"배송, 배송기사",경력무관,정규직,부산,,2026-09-11,https://www.jobkorea.co.kr/Recruit/GI_Read/49565371?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49565371,2026-09-08 14:59:17,학력무관,250~300만원(월),부산 금정구,jobkorea
잡코리아부산,㈜텐퍼센트커피,"[텐퍼센트커피]브랜드전략부(브랜딩, 마케팅, R&D)경력직/부서장 채용","브랜드기획, 프랜차이즈",경력,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49694012?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49694012,2026-09-08 14:59:17,대졸↑,,부산 연제구,jobkorea
잡코리아부산,㈜타임리스,[ timeless ] 캐릭터 일러스트레이터 모집,"디자인, 삽화·일러스트",경력3년↑,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49629217?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49629217,2026-09-08 14:59:17,대졸↑,,부산 해운대구,jobkorea
잡코리아부산,에이지아이(AGI)컴퓨터학원,부산 엠비씨아카데미 컴퓨터학원 - 행정팀 · 상담팀 정규직 채용,"학원운영, 기능학원, 일반학원, 교육상담, 디자인학원, IT학원, 학생관리",경력,정규직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49716613?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49716613,2026-09-08 14:59:17,학력무관,"3,000~4,000만원",부산 부산진구,jobkorea
잡코리아부산,㈜이에이치육,월 290만 이상/주 5일/일식 주방 직원 채용/해목 해운대점,"일식당, 일식, 일식, 일식",신입·경력,계약직,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49604015?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49604015,2026-09-08 14:59:17,학력무관,290만원 이상(월),부산 해운대구,jobkorea
잡코리아부산,어반플랜,[신입가능] 안내파트 추가채용,"광고대행, 기업홍보",경력무관,,부산,,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49571329?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49571329,2026-09-08 14:59:17,학력무관,400만원 이상(월),부산 연제구,jobkorea
잡코리아부산,㈜아이리,(주)아이리 총무부 직원 모집,"급여관리, 복리후생, 더존, 부가세신고, 결산, 4대보험, 전표입력, 금속가공, 원가회계, 행정",경력무관,계약직,"서울, 부산",,상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/49716604?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49716604,2026-09-08 14:59:17,고졸↑,"3,000만원 이상",부산 사상구 외,jobkorea
잡코리아부산,어반플랜,리셉/비서관리/사무행정/재경 인재채용,"광고대행, 프런트, 고객안내",경력무관,,부산,,2026-09-23,https://www.jobkorea.co.kr/Recruit/GI_Read/49652171?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49652171,2026-09-08 14:59:17,학력무관,250만원 이상(월),부산 연제구,jobkorea
잡코리아부산,㈜동화고옥선릉,"[연봉 4,500 이상 협의 가능] 동화고옥 부산 홀(FOH) 경력직 채용 모집","한식, 서빙, 양식, 한식, 카운터, 양식, 카운터, 서빙",경력,,부산,,2026-09-11,https://www.jobkorea.co.kr/Recruit/GI_Read/49570132?rPageCode=SL&logpath=21&sn=6&sc=611,jobkorea:49570132,2026-09-08 14:59:17,학력무관,,부산 남구,jobkorea
