사이트,회사명,공고제목,직무,경력,고용형태,지역,기술스택,마감일,공고URL,외부원본ID,수집시각
게임잡,라이징윙스,VFX 디자이너를 채용. (경력 10년이상),"게임개발(모바일), 게임AI 개발, 이펙트·FX",경력 10년 이상,정규직,서울 > 강남구,"이펙트, FX  이펙트, FX",10-21,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=283024,,2026-09-07 17:58:25
게임잡,베이글코드,[DATA&AI] Data Scientist,"시스템·DB, 클라우드",경력 2년 이상,정규직,서울 > 강남구,"SQL, AI, 분석, 데이터, 머신러닝  SQL, AI, 분석, 데이터, 머신러닝",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=283045,,2026-09-07 17:58:25
게임잡,에피드게임즈,[트릭컬 리바이브] 국내 사업 PM 추가 채용,"게임운영, 사업기획(국내), 사업관리",경력무관,정규직,서울 > 강남구,"사업기획, 사업PM, 국내PM  사업기획, 사업PM, 국내PM",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=283133,,2026-09-07 17:58:26
게임잡,에이블게임즈,[크레센트] 개발PM 채용 (경력 3년 이상),모바일게임,경력 3년 이상,정규직,서울 > 강남구,"PM, ProjectManager, 개발PM  PM, ProjectManager, 개발PM",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=283164,,2026-09-07 17:58:26
게임잡,에이블게임즈,아트 PM 채용 (경력 무관),모바일게임,경력무관,정규직,서울 > 강남구,"PM, ProjectManager, 아트PM  PM, ProjectManager, 아트PM",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=283165,,2026-09-07 17:58:27
게임잡,콩스튜디오코리아,[가디언 테일즈] 스토리 기획자 채용 (경력 3년 이상),게임기획,경력 3년 이상,정규직  계약직 후 정규직 전환 검토 (협의 후 결정),서울 > 강남구,"모바일, 시나리오, 웹툰, 스토리, 소설, 에피소드  모바일, 시나리오, 웹툰, 스토리, 소설, 에피소드",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=283178,,2026-09-07 17:58:27
게임잡,어썸피스,좀비고등학교 시나리오 기획자 인재 영입,게임기획,경력무관,정규직,서울 > 관악구,"게임기획, 시나리오  게임기획, 시나리오",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=283219,,2026-09-07 17:58:28
게임잡,어썸피스,좀비고등학교 콘텐츠·시스템 기획자 인재 영입,게임기획,경력무관,정규직,서울 > 관악구,"게임기획, 밸런스기획, 레벨기획, 시스템기획, 컨텐츠  게임기획, 밸런스기획, 레벨기획, 시스템기획, 컨텐츠",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=283220,,2026-09-07 17:58:28
게임잡,디나미스원,[아스트라에 오라티오] 외주관리 PM 채용,"사업기획(국내), 사업기획(해외), 사업관리",경력무관,정규직,서울 > 서초구 신분당선,"PM, 사업, 사업관리, 외주, 외주관리, 개발지원, 계약관리  PM, 사업, 사업관리, 외주, 외주관리, 개발지원, 계약관리",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=283249,,2026-09-07 17:58:29
게임잡,너바나나,[Project ZETA] TA (Technical Artist) 채용,"온라인PC게임, 콘솔게임",경력 3년 이상,정규직,경기 > 성남시,"3D, 모델링, 애니메이션, 이펙트, FX, 엔진, Unreal  3D, 모델링, 애니메이션, 이펙트, FX, 엔진, Unreal",채용시,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=283278,,2026-09-07 17:58:29
